,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10981.79,146.58,163.11,231.4,317.72,1901.76,220415.33,1031634.41,304295.95,850544.07,984868.88,1314744.36,4553503.01,6174695.72,,14828436.71
f_1,255.14,11820.11,254.21,289.03,396.83,2238.75,165099.37,583099.46,406325.24,758528.86,1147539.33,,4224922.96,5126920.91,7882427.6,7165843.27
d_1,131.52,170.71,18314.74,151.18,406.11,1601.13,180222.98,,620964.23,1941546.36,1212249.13,1402512.93,5188431.15,4041961.82,8995594.86,10951158.96
c_1,132.0,129.54,265.56,18650.03,638.58,1776.18,210060.89,479140.49,534212.47,,1095036.56,1894941.47,6943349.48,6241271.58,5495716.46,7065921.16
b_1,148.04,130.37,284.39,205.81,38477.9,3909.12,175294.56,536847.94,411505.03,761576.09,,1563940.21,4847057.45,5048048.3,6803618.02,10885788.83
a_1,116.4,153.13,258.93,208.78,497.88,239214.38,194381.68,628788.98,444904.36,763722.71,1351068.88,991980.37,5300698.55,,,10461619.07
h_1,648.5,1022.67,603.85,717.55,1372.23,4271.18,9519842.92,1974034.63,1867644.97,2560346.28,5514049.86,5257818.05,,32729896.87,25922864.59,51845729.17
d_0,760.1,818.14,,1906.62,1583.34,8279.52,979183.84,15634354.26,2158167.52,4675414.96,6049700.41,7066507.46,29668767.03,24729255.41,40256683.83,67704422.8
g_1,471.29,466.7,1037.87,768.8,1715.29,6160.36,764987.38,1974034.63,29052255.01,2643835.84,3347815.98,10778527.0,23178724.24,21213822.04,20967022.83,
c_0,870.82,825.73,1037.72,,2176.77,6775.39,934845.46,2171115.01,2282337.55,30914364.02,11479331.29,7806698.09,23175275.54,28331389.18,48216977.35,48216977.35
b_0,911.23,789.43,815.73,1095.2,,5326.01,868476.9,2327282.93,2038754.74,4921489.43,43880228.32,7438428.9,30638798.48,60738522.06,35954932.92,67415499.23
f_0,588.68,,1532.08,1280.38,1730.49,6668.76,955523.27,2201525.61,2592022.75,5388024.67,7133417.66,56807889.87,21933230.1,34068294.14,,61901963.98
h_0,687.87,1635.04,1530.13,1704.58,3109.37,9990.37,,4073121.22,5258326.7,7827617.8,9281568.08,13189748.08,,32252688.72,63754929.14,104326247.68
a_0,701.94,719.56,1171.06,1022.36,1871.6,,1105206.04,3250125.62,2299650.79,5427922.38,4190095.93,6059669.98,33625551.5,330465449.44,,43935694.75
e_0,,904.02,1109.29,1070.37,2081.96,,1683066.15,2486629.26,2568155.14,4132963.5,4752440.76,,27381395.99,,410452376.53,53075738.34
g_0,1014.87,791.02,2510.5,2021.81,2939.24,8386.26,1788257.79,3664506.27,,6974375.9,8773736.79,20008757.3,29989147.99,33754589.77,38922208.12,
