,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,6.06,4.51,2.59,2.91,2.68,2.31,8.84,14.4,12.28,9.22,12.38,8.36,19.52,15.7,8.63,17.94
e_1,3.13,6.09,2.42,3.53,2.74,2.75,11.12,21.09,10.85,10.54,13.41,13.13,20.94,17.62,11.52,20.05
d_1,3.28,2.69,6.85,2.35,2.44,3.08,10.02,8.03,22.49,10.08,17.65,15.09,23.84,15.38,16.15,22.33
c_1,2.81,2.63,2.58,6.82,4.86,3.16,10.41,11.19,9.55,10.52,8.44,13.18,17.12,12.89,15.29,19.12
b_1,2.55,2.41,2.85,2.83,7.15,5.78,10.72,13.17,11.73,11.69,9.41,13.17,21.75,10.8,12.81,19.88
a_1,3.04,2.6,3.11,2.88,2.84,10.2,11.98,13.91,12.54,12.3,14.77,15.48,23.43,9.55,16.47,24.29
h_1,3.94,2.87,3.3,3.16,2.74,2.85,19.84,13.04,13.75,14.94,13.56,14.44,17.36,15.31,15.67,29.19
d_0,3.15,2.71,2.31,5.28,3.54,2.55,11.03,19.32,8.43,11.23,11.78,14.7,20.21,13.59,14.77,20.04
c_0,3.47,3.12,3.35,2.47,2.5,3.02,12.11,14.58,20.64,12.58,27.1,14.42,24.0,20.72,18.54,25.14
g_1,2.63,2.58,4.87,2.95,2.83,2.89,10.17,11.59,13.39,24.86,14.17,22.37,24.06,15.93,20.64,18.44
b_0,3.59,3.27,3.67,3.12,1.98,2.13,11.75,13.71,14.54,13.64,25.16,16.15,23.71,33.34,17.06,24.07
f_0,2.73,2.52,3.66,3.3,3.3,3.26,11.81,13.09,15.32,13.41,16.43,27.64,24.73,16.53,32.7,23.75
h_0,3.73,2.97,3.47,3.13,3.02,2.91,9.21,12.96,14.1,13.6,15.48,15.38,15.93,15.52,15.19,27.15
a_0,2.9,2.99,3.55,3.38,3.04,1.93,11.3,13.49,15.31,13.52,17.38,17.41,24.39,32.86,16.01,27.52
e_0,3.32,2.14,3.17,3.11,3.47,3.6,11.25,11.08,15.8,12.21,17.45,18.65,29.51,17.03,33.22,23.24
g_0,2.57,2.57,4.55,3.16,3.03,2.88,11.5,13.54,14.68,11.09,14.44,25.31,22.6,19.07,18.2,20.6
