,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10134.79,1207.11,1509.08,2948.52,2656.07,12266.48,1470856.74,2664234.43,7566954.61,5012663.18,8683385.24,9575204.93,57551759.18,38332747.61,13160741.59,148538523.35
f_1,1852.48,12586.54,1683.39,2343.39,2409.27,12586.21,1621123.22,2582853.36,3281686.07,4621269.22,7590210.11,2095636.05,63445603.14,38863665.42,35010643.41,164878339.18
d_1,1097.52,1294.22,17573.36,1581.06,3009.63,12561.17,1514847.14,2758318.95,886885.12,8795972.07,10737618.67,9069800.12,62287757.18,38753604.3,45420812.99,132710024.32
c_1,826.07,1252.42,1419.23,26171.3,5604.36,12490.27,1869326.42,2499190.45,3954530.91,769981.75,7418229.67,8087577.42,50774627.0,44182177.92,44737986.83,167383025.57
b_1,967.36,1480.13,1573.04,2469.45,34068.59,20587.55,2107680.48,2925951.59,3353677.61,3957146.08,1083532.86,9429676.67,53834212.3,20587550.11,57013188.65,137885585.88
a_1,1096.09,1383.78,1537.73,2333.21,2137.57,230771.44,1931595.78,2837926.12,4269911.86,4794679.6,7826388.8,10337335.63,65383547.19,11320546.54,36226709.31,177457907.73
h_1,1676.28,3400.19,3140.49,3407.04,4450.82,17709.37,12189829.83,6499801.08,5570295.73,7464757.06,11219154.28,16094026.19,29234900.77,68664802.04,85143458.3,387541096.06
g_1,1320.68,1803.07,5206.17,3961.59,4624.71,20153.76,3093603.58,23434056.16,5938785.87,7475691.35,14404599.96,29121573.71,85393360.86,54816365.83,74932639.06,129477485.2
d_0,1984.52,2198.7,913.39,7694.4,4746.62,26119.92,2378120.52,4224168.44,18070877.0,6634676.07,15938596.32,19691730.79,102361132.56,53233522.44,76003105.33,188782797.62
c_0,1874.43,2868.18,3564.72,2108.49,2930.27,22247.59,2981068.96,5624158.57,7102973.18,23782469.78,29969499.57,16181855.66,114508474.9,108010045.53,88014762.93,275649218.87
b_0,2255.9,2237.52,3005.6,4143.14,2138.25,21289.36,3359405.77,4752795.72,7936631.53,11547532.56,45096918.7,17560921.03,92872033.49,164199886.87,83103896.48,270090587.45
f_0,2003.6,829.85,3528.01,4708.11,5262.09,24552.77,3193231.96,4860813.81,7205916.62,7592127.74,15441676.21,47059832.95,94982761.52,78175102.88,184417952.1,306363083.7
h_0,1885.87,3424.77,3104.73,3599.72,4702.53,17267.17,985088.91,5972901.17,6649379.8,8465296.43,12233571.73,17599362.18,37494920.35,72638334.71,64370446.13,388797523.7
a_0,2168.73,2658.32,3338.5,3333.16,4948.08,8050.17,3511992.34,5586468.75,4917595.12,10077988.97,16476608.01,17448369.06,89703037.3,306074036.18,90566773.26,298187467.9
e_0,747.83,2378.76,3614.03,3711.34,5555.4,23965.02,3704078.05,7298497.67,8324611.15,7325106.31,13513829.24,22849358.53,122076484.87,72750952.28,343683292.83,393430052.34
g_0,1804.11,2054.86,4022.03,3691.76,5330.43,15486.12,2477208.88,2006050.14,6306656.09,7833147.67,11320025.79,24910208.33,89476514.48,64525481.74,101258055.69,139908199.82
