,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.54,2.66,2.38,2.3,2.27,0.61,0.57,0.71,0.51,0.44,0.62,0.31,0.43,0.65,0.35
f_1,2.18,1.09,2.43,2.0,2.21,2.01,0.47,0.53,0.66,0.47,0.46,0.65,0.25,0.46,0.45,0.41
c_1,2.23,2.59,1.1,3.54,2.52,2.36,0.83,0.36,0.78,0.84,0.58,0.51,0.41,0.46,0.48,0.44
d_1,3.07,3.16,2.95,1.08,2.56,2.3,0.77,0.84,0.47,0.53,0.57,0.53,0.39,0.54,0.5,0.24
b_1,3.11,3.22,1.71,3.47,1.11,3.42,0.97,0.55,0.93,0.96,0.96,0.69,0.48,0.71,0.58,0.39
a_1,4.31,4.67,3.3,4.89,2.21,1.12,1.4,0.92,1.44,0.99,1.05,0.8,0.68,1.13,0.86,0.61
h_1,8.81,10.27,10.61,9.74,10.66,7.92,1.5,2.06,2.55,1.94,1.67,2.16,1.83,1.86,1.73,1.29
d_0,7.1,10.59,11.5,16.83,12.73,10.22,3.44,1.83,3.17,2.94,2.64,2.43,2.11,2.26,2.82,1.94
g_1,11.06,11.77,10.87,11.2,11.08,10.02,3.03,2.5,1.6,2.56,2.34,2.15,1.41,2.29,2.16,1.65
c_0,12.94,14.21,16.97,7.28,13.53,9.38,3.35,3.58,2.74,1.69,2.47,2.38,2.1,2.26,2.2,1.53
b_0,13.86,14.71,20.66,10.4,18.76,10.92,3.79,3.23,3.0,1.71,1.83,2.38,1.95,2.46,2.27,2.01
f_0,13.76,19.21,14.4,12.94,13.21,14.3,4.14,2.99,2.41,2.76,2.45,1.77,2.04,2.41,2.45,1.18
h_0,17.67,17.83,18.05,15.55,15.46,16.08,6.23,4.01,4.67,3.17,3.64,3.52,2.92,2.98,2.94,2.14
a_0,20.26,19.21,24.72,16.55,25.58,18.03,4.59,5.3,4.7,3.23,2.27,3.61,2.94,2.03,3.4,2.59
e_0,27.82,28.09,21.66,19.12,21.48,20.53,6.54,4.51,4.84,3.85,4.51,2.46,3.39,3.52,2.15,2.34
g_0,24.21,23.47,27.07,24.05,23.85,21.16,5.87,5.34,8.42,4.88,4.66,5.59,3.02,5.43,4.22,4.05
