,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,1.4,2.16,1.88,2.39,2.04,1.04,0.92,0.78,0.94,0.77,0.83,0.59,0.78,2.24,0.72
f_1,2.33,0.66,2.52,2.3,1.59,1.75,0.73,0.71,0.72,1.17,0.74,1.34,0.47,0.76,0.56,0.61
c_1,2.0,1.92,0.65,2.23,2.52,2.03,0.97,0.53,1.1,1.01,0.62,0.67,0.6,0.69,0.76,0.68
d_1,2.43,1.86,2.07,0.65,2.37,1.78,0.92,1.55,0.95,0.65,0.75,0.74,0.59,0.62,0.69,0.44
b_1,2.38,2.91,1.33,1.84,0.63,3.41,1.02,0.92,1.07,1.17,1.97,0.83,0.69,0.78,0.7,0.6
a_1,2.8,3.06,2.75,2.82,1.35,0.58,1.27,0.98,0.79,1.07,1.15,0.84,0.74,1.49,1.02,0.76
h_1,2.38,3.47,2.8,2.84,2.55,1.84,0.6,0.98,0.89,1.23,0.97,0.87,1.26,0.83,0.81,0.83
d_0,1.73,3.55,3.41,5.0,2.99,2.5,1.41,0.66,0.98,1.1,1.1,0.98,1.07,0.95,0.89,1.12
c_0,2.63,3.23,7.93,1.82,2.26,3.36,1.45,1.26,0.67,1.32,1.12,1.17,1.02,1.32,0.95,0.92
g_1,2.8,2.76,2.97,3.05,2.71,2.99,1.07,1.41,1.13,0.57,1.17,1.17,0.81,0.83,0.9,1.43
b_0,2.81,3.48,4.4,2.67,5.45,2.47,1.32,1.17,0.71,1.29,0.62,0.94,0.82,1.13,1.02,0.84
f_0,2.88,4.79,3.04,3.03,3.51,2.73,1.41,1.04,1.11,0.94,1.2,0.64,1.13,1.13,1.14,0.55
h_0,3.62,3.54,3.35,3.51,3.38,3.03,2.16,1.16,1.01,1.55,1.21,1.2,1.57,0.9,1.09,1.16
a_0,3.1,2.91,3.53,4.45,4.08,,2.07,1.42,1.05,1.65,0.81,1.5,1.2,0.59,1.23,0.97
e_0,4.34,5.52,3.46,3.7,4.12,2.49,1.31,1.25,1.1,1.61,1.2,0.77,1.16,1.23,0.59,0.94
g_0,3.55,3.54,3.2,4.21,3.87,3.3,1.27,1.06,1.19,2.48,1.36,1.58,0.83,1.27,1.23,1.43
