,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.51,2.64,2.35,2.7,2.08,0.7,0.53,0.47,0.8,0.48,0.59,0.37,0.48,0.65,0.39
f_1,2.38,1.09,2.39,2.35,2.06,1.8,0.5,0.52,0.5,0.89,0.53,0.64,0.28,0.47,0.45,0.41
c_1,1.99,2.57,1.09,3.45,2.49,2.17,0.8,0.32,0.65,0.73,0.47,0.51,0.35,0.5,0.48,0.38
d_1,3.03,2.85,2.7,1.08,2.66,2.39,0.62,0.73,0.45,0.45,0.52,0.53,0.33,0.47,0.43,0.23
b_1,3.47,3.63,1.93,3.73,1.1,3.2,1.01,0.66,0.94,0.91,0.96,0.58,0.46,0.61,0.58,0.46
a_1,4.5,4.68,4.04,4.54,2.25,1.13,1.3,0.99,0.89,1.31,1.15,0.85,0.7,1.24,0.71,0.62
h_1,9.87,10.64,9.68,9.23,9.46,8.76,1.55,2.2,2.01,2.94,1.91,1.8,1.65,1.64,1.75,1.38
d_0,7.3,10.43,11.9,15.54,12.96,11.53,3.78,1.85,2.25,3.1,2.48,2.28,1.71,2.06,2.28,2.07
c_0,13.94,13.8,16.35,8.14,12.3,10.2,3.46,3.29,1.81,3.38,2.63,2.44,1.82,2.33,2.29,1.64
g_1,13.38,14.41,12.16,12.07,11.66,11.09,2.53,2.57,2.66,1.56,2.55,2.3,1.56,2.14,2.19,2.15
b_0,12.47,13.14,18.31,10.26,19.06,11.47,3.51,2.68,1.59,3.34,1.8,2.58,1.84,2.24,2.1,1.99
f_0,13.43,19.39,15.97,15.05,15.79,15.12,3.99,2.92,3.03,2.67,2.77,1.91,2.26,2.09,2.5,1.42
h_0,18.31,19.6,18.21,19.73,18.28,16.46,7.18,3.54,3.9,5.18,3.82,3.84,3.1,3.22,3.26,2.47
a_0,20.56,22.56,20.67,16.0,23.01,27.96,5.68,3.81,3.66,5.06,2.54,3.93,2.74,2.16,3.14,2.75
e_0,25.38,26.57,21.19,21.68,19.48,19.25,5.52,4.31,4.41,4.72,4.83,2.44,3.08,4.6,2.28,2.69
g_0,24.86,25.62,23.89,20.72,24.71,20.01,5.49,5.55,4.74,7.1,4.44,4.72,2.64,4.02,4.18,3.43
