,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.82,1.6,1.32,1.84,1.48,1.67,5.88,5.23,12.43,5.34,7.64,6.93,10.21,8.71,5.32,10.94
f_1,2.64,5.89,1.25,1.54,1.19,1.38,5.16,4.56,7.24,6.77,3.32,7.52,10.23,6.23,5.62,10.73
d_1,1.33,1.66,6.33,1.24,1.28,1.35,6.03,6.06,2.96,14.52,6.85,10.43,12.16,9.44,7.84,12.42
c_1,1.41,1.51,1.25,6.67,3.11,1.29,5.31,5.44,6.52,2.83,7.09,4.63,10.27,7.86,7.91,9.22
b_1,1.33,1.44,1.5,1.4,7.82,3.28,4.9,6.21,7.49,5.9,7.64,2.79,10.94,6.23,6.91,9.25
a_1,1.45,1.32,1.77,1.98,1.53,10.89,5.91,4.93,8.21,7.68,7.65,6.73,10.97,3.37,7.01,11.68
h_1,1.62,2.5,1.92,1.81,1.56,1.52,17.49,10.44,8.74,7.85,9.28,8.53,8.42,9.57,9.84,17.08
g_1,1.66,1.56,3.07,1.59,1.71,1.57,6.73,19.5,7.42,8.88,13.07,7.39,11.44,9.36,10.93,11.5
d_0,1.94,2.02,0.95,3.7,2.09,1.58,6.48,4.76,15.3,5.7,7.57,8.39,14.54,9.76,8.89,12.23
c_0,2.07,2.02,2.38,1.24,0.98,2.04,7.18,6.23,9.38,17.95,10.42,18.3,14.57,9.3,9.4,15.24
f_0,1.43,1.21,2.36,1.98,1.99,1.98,7.06,7.79,9.85,8.14,20.33,11.01,14.07,9.5,22.36,15.31
b_0,1.99,2.23,1.92,1.98,1.02,1.52,6.42,7.58,9.65,8.94,9.49,19.78,15.39,20.44,8.0,14.55
h_0,1.75,2.74,2.37,1.76,1.83,1.53,3.4,9.04,6.38,9.08,7.54,7.9,9.57,8.61,8.24,17.57
a_0,1.88,1.88,2.08,2.03,2.03,1.3,8.28,6.27,8.41,9.3,9.27,9.69,15.85,24.19,8.85,11.63
e_0,1.13,2.2,2.23,1.97,1.93,1.42,8.53,7.44,9.77,11.16,8.9,11.83,15.26,8.67,25.77,14.7
g_0,1.61,1.53,3.51,1.72,1.49,1.58,6.91,5.03,7.21,8.2,14.4,9.48,14.84,11.44,11.76,8.76
