,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,19.48,38.12,32.45,33.38,32.26,10.0,11.43,6.18,6.01,6.15,7.99,4.91,5.68,,3.94
f_1,35.21,0.45,30.81,38.49,36.56,38.66,5.7,9.45,5.65,6.84,7.16,,2.88,7.09,9.54,3.71
d_1,47.2,35.92,0.43,36.49,34.66,33.32,8.19,5.77,,6.87,7.55,6.26,4.79,7.9,5.5,2.78
c_1,40.46,28.95,44.33,0.42,30.83,51.08,7.03,11.52,4.09,,8.64,7.08,4.54,4.85,6.86,7.29
b_1,38.81,39.92,45.93,18.84,0.4,29.82,10.12,10.13,6.93,8.74,,7.72,5.1,10.48,9.87,4.14
a_1,48.09,70.34,41.23,42.98,28.64,0.33,18.01,8.73,10.24,9.5,12.11,9.35,4.89,,,5.43
h_1,17.9,23.39,11.95,25.22,18.41,19.17,0.37,9.22,3.57,3.05,3.37,3.11,,3.34,2.17,2.47
g_1,25.19,25.13,18.82,17.91,16.48,17.75,4.35,0.34,6.43,3.07,3.47,3.98,2.2,,,
d_0,7.75,16.27,,13.22,14.31,14.43,5.49,4.71,0.49,2.94,4.39,2.49,1.67,4.35,4.78,2.58
c_0,14.56,14.89,8.63,,18.03,15.23,4.89,3.33,4.22,0.5,3.7,3.3,2.03,3.08,2.4,2.0
b_0,15.08,17.94,18.52,17.62,,27.16,4.75,3.92,3.42,1.83,0.45,2.18,3.22,3.65,4.69,3.25
f_0,15.48,,20.52,17.96,20.66,10.07,6.85,2.94,3.23,2.81,3.56,0.46,2.1,,2.86,2.7
h_0,13.65,12.56,10.49,11.98,12.44,14.62,,3.22,2.66,2.99,2.36,2.33,,1.61,2.16,1.79
a_0,19.69,16.73,21.37,25.76,19.75,,7.16,,4.63,4.54,1.87,,3.74,0.37,,2.82
e_0,,21.92,28.15,19.74,19.17,,4.05,,4.25,5.77,3.64,1.88,4.62,,0.35,
g_0,19.42,11.83,18.24,14.02,16.77,19.06,2.7,,2.45,3.47,2.45,3.54,1.7,2.33,,
