,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.42,1.39,1.18,1.3,1.37,1.41,0.55,0.89,0.5,0.51,0.56,0.9,0.61,0.39,0.42,0.52
e_1,0.85,0.41,1.34,1.46,1.37,1.33,0.71,0.77,0.56,0.73,0.67,0.65,0.55,0.51,1.37,0.55
d_1,1.5,1.32,0.41,1.63,1.15,1.11,0.7,0.5,0.67,1.27,0.52,0.49,0.52,0.41,0.59,0.35
c_1,1.25,1.19,1.08,0.38,1.79,1.14,0.7,0.74,1.3,0.37,0.62,0.61,0.54,0.54,0.53,0.57
b_1,1.34,1.36,1.53,0.7,0.37,1.44,0.8,0.79,0.7,0.64,0.97,0.55,0.65,0.47,0.59,0.45
a_1,1.35,1.46,1.31,1.39,0.84,0.3,0.7,0.59,0.56,0.6,0.86,0.57,,0.59,0.66,0.55
h_1,1.06,1.01,1.05,0.95,0.78,0.93,0.26,0.54,0.43,0.46,0.42,0.47,0.43,0.82,0.46,0.4
g_1,0.96,0.81,1.1,1.05,0.94,1.17,0.46,0.23,0.5,0.43,0.39,0.54,0.36,0.31,0.49,0.67
c_0,1.13,0.95,0.62,1.62,0.91,1.0,0.58,0.43,0.27,0.49,0.53,0.46,0.41,0.4,0.39,0.37
d_0,0.93,0.58,1.62,1.3,0.94,1.02,0.53,0.59,0.4,0.27,0.37,0.41,0.5,0.39,0.52,0.38
b_0,0.94,0.9,0.97,1.04,1.3,1.09,0.54,0.54,0.23,0.47,0.25,0.38,0.53,0.45,0.56,0.41
f_0,1.63,0.88,1.07,0.95,0.78,1.01,0.51,0.38,0.42,0.41,0.42,0.24,0.38,0.35,0.49,0.24
a_0,0.96,0.88,0.97,1.02,0.95,,0.47,0.55,0.44,0.4,0.29,0.43,0.22,0.45,0.63,0.3
h_0,1.03,0.97,1.0,0.9,0.99,0.9,0.58,0.53,0.43,0.41,0.34,0.44,0.35,0.56,0.36,0.42
e_0,1.39,1.68,0.86,0.95,0.84,0.75,0.45,0.4,0.47,0.45,0.43,0.27,0.42,0.37,0.2,0.36
g_0,1.06,1.0,1.01,0.83,1.06,0.74,0.39,0.71,0.45,0.44,0.37,0.47,0.48,0.32,0.41,0.61
