,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.23,0.89,1.05,0.93,0.91,0.86,1.1,1.0,0.87,0.91,0.84,0.89,1.05,0.9,1.06
e_1,0.82,1.0,0.98,1.21,0.99,0.93,1.11,1.06,1.32,0.98,1.09,1.17,1.06,1.03,1.18,1.04
d_1,1.08,1.02,1.0,0.9,1.0,0.94,1.05,0.82,0.97,1.28,1.04,1.04,1.01,0.98,1.01,0.84
c_1,0.96,0.83,1.14,1.0,1.35,1.02,0.91,0.96,0.7,0.88,0.85,0.99,0.97,0.92,0.89,0.97
b_1,1.07,0.99,1.01,0.74,1.0,1.45,1.05,0.95,1.0,1.14,0.97,1.01,1.06,0.8,0.99,1.03
a_1,1.13,1.07,1.1,0.95,0.69,1.0,1.21,1.24,1.04,1.04,1.17,0.94,1.1,1.31,0.95,1.07
h_1,1.18,0.93,0.95,1.06,0.96,0.83,1.0,1.11,1.01,0.87,1.03,1.01,1.03,0.94,1.09,1.2
g_1,0.88,0.95,1.23,1.03,1.05,0.81,0.88,1.0,0.97,0.93,0.98,1.22,0.8,0.96,0.97,1.14
d_0,0.97,0.74,1.02,1.46,1.07,0.95,0.98,1.05,1.0,0.77,0.93,0.98,1.1,0.99,1.03,1.07
c_0,1.11,1.05,0.79,1.11,0.86,0.9,1.11,1.06,1.28,1.0,1.39,0.93,1.09,1.07,1.05,1.06
b_0,1.1,0.93,0.96,1.16,1.02,0.89,1.01,1.02,1.11,0.75,1.0,1.0,1.02,1.39,1.0,1.06
f_0,1.15,0.84,1.01,1.04,0.96,1.04,0.98,0.78,1.01,1.04,0.96,0.99,1.09,0.92,1.4,0.91
h_0,1.12,0.94,1.01,1.03,0.91,0.94,1.02,1.25,0.9,0.92,0.95,0.89,1.0,0.99,0.83,1.17
a_0,0.96,0.93,1.02,1.15,1.22,0.84,1.1,1.07,1.06,0.91,0.75,1.07,0.98,1.0,1.08,0.96
e_0,1.11,0.9,0.97,1.11,1.01,1.01,0.96,1.01,0.92,0.93,1.02,0.73,1.25,0.93,1.0,0.99
g_0,0.98,0.94,1.18,1.06,0.98,0.87,0.87,0.87,0.92,0.95,0.95,1.1,0.88,1.09,0.98,1.0
