,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.95,1.17,0.95,0.92,0.75,0.68,0.94,0.59,0.61,0.69,0.63,0.57,0.59,0.58
f_1,1.26,1.0,0.87,0.98,0.92,0.7,0.56,0.68,0.67,0.58,0.57,0.6,0.5,0.53,0.49,0.55
d_1,1.04,1.14,1.0,0.92,0.86,0.81,0.74,0.58,0.66,0.86,0.71,0.61,0.61,0.59,0.53,0.48
c_1,0.89,0.99,1.12,1.0,1.33,0.9,0.66,0.73,0.5,0.57,0.54,0.57,0.61,0.54,0.54,0.57
b_1,1.05,1.06,1.13,0.76,1.0,1.19,0.79,0.78,0.65,0.82,0.66,0.62,0.67,0.59,0.61,0.59
a_1,1.12,1.44,1.23,1.1,0.84,1.0,0.93,0.79,0.73,0.8,0.91,0.78,0.67,0.65,0.69,0.64
h_1,1.41,1.77,1.33,1.49,1.26,1.07,1.0,1.03,0.87,0.84,0.85,0.84,0.9,0.74,0.8,0.94
g_1,1.43,1.44,1.68,1.42,1.32,1.24,0.93,1.0,0.92,0.97,0.97,1.0,0.76,0.83,0.75,0.79
d_0,1.1,1.47,1.47,1.99,1.57,1.32,1.14,1.05,1.0,0.78,0.88,0.9,0.95,0.84,0.95,0.9
c_0,1.72,1.66,1.15,1.8,1.25,1.24,1.22,0.97,1.31,1.0,1.35,1.06,0.93,0.99,0.96,0.86
b_0,1.61,1.77,1.37,1.96,1.49,1.12,1.17,1.0,1.11,0.77,1.0,0.92,1.03,1.25,0.93,0.86
f_0,1.45,1.7,1.65,1.71,1.64,1.3,1.19,0.97,1.03,0.96,1.03,1.0,1.01,0.95,1.31,0.82
h_0,1.58,1.93,1.64,1.63,1.48,1.45,1.12,1.31,1.01,1.05,1.01,0.93,1.0,0.96,0.95,1.01
a_0,1.72,1.94,1.7,1.81,1.64,1.41,1.3,1.25,1.17,1.06,0.8,0.97,1.02,1.0,0.99,0.9
e_0,1.7,2.05,1.85,1.74,1.76,1.35,1.34,1.36,1.04,1.13,1.13,0.75,1.08,1.03,1.0,1.01
g_0,1.73,1.82,2.07,1.69,1.6,1.57,1.07,1.19,1.03,1.19,1.17,1.19,0.98,1.04,1.03,1.0
