,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.48,0.67,0.59,0.78,0.64,0.52,0.92,1.26,0.8,0.66,0.91,0.82,0.98,0.74,0.88,0.53
f_1,1.09,1.49,0.67,0.6,0.58,0.52,0.7,0.77,0.72,0.61,0.76,0.46,0.67,0.64,0.66,0.39
d_1,0.75,0.76,1.55,0.57,0.54,0.54,0.84,0.47,1.33,0.73,0.83,0.88,0.92,0.61,0.77,0.7
c_1,0.68,0.78,0.75,1.58,1.01,0.46,0.81,0.72,0.38,0.62,0.59,0.77,0.7,0.75,0.77,0.67
b_1,0.7,0.87,0.75,0.55,1.63,0.97,0.8,0.89,0.93,0.72,0.47,0.6,0.91,0.51,0.75,0.7
a_1,0.75,0.86,0.78,0.84,0.56,1.75,0.89,0.97,0.78,0.85,0.83,0.75,0.92,0.5,0.91,0.77
h_1,0.85,1.23,0.85,0.86,0.83,0.7,1.7,1.12,0.95,1.19,1.0,0.99,0.96,0.71,1.34,0.85
d_0,0.88,0.95,0.76,1.5,0.9,0.7,1.05,1.54,0.93,0.92,1.09,1.08,1.19,0.79,1.09,0.85
c_0,1.03,1.08,0.84,0.84,0.71,0.85,1.27,1.28,1.6,0.91,1.83,1.23,1.32,1.12,1.14,0.88
g_1,1.0,0.83,1.27,1.0,0.74,0.61,0.94,1.11,1.17,1.88,1.09,1.54,0.96,0.87,0.66,1.03
b_0,0.93,1.04,1.12,1.08,0.75,0.64,1.17,1.05,0.89,1.01,1.68,1.06,1.25,1.55,1.19,1.01
f_0,0.74,0.74,1.06,1.08,1.18,0.87,1.1,1.19,1.13,0.98,1.14,1.68,1.37,0.92,1.0,1.78
h_0,0.92,1.43,1.02,1.08,0.8,0.84,0.72,1.19,1.08,1.29,1.29,0.85,0.89,0.82,1.4,0.95
a_0,1.04,1.08,1.21,1.01,1.14,0.55,1.35,1.39,1.12,1.06,1.02,1.12,1.37,1.76,1.0,0.97
g_0,0.76,0.94,1.47,1.07,1.1,0.77,1.05,1.06,1.19,0.82,1.22,1.63,1.22,1.13,0.98,1.27
e_0,0.65,1.42,0.95,1.13,1.06,0.92,1.21,1.29,1.1,0.91,1.01,1.03,1.37,0.87,1.03,1.79
