,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.09,1.45,2.22,2.47,2.37,2.36,0.67,0.7,0.53,0.48,0.61,0.48,0.35,0.44,0.63,0.37
f_1,2.11,1.09,2.42,2.27,2.19,1.91,0.56,0.66,0.48,0.49,0.6,0.5,0.26,0.45,0.37,0.42
d_1,2.74,2.79,1.09,2.61,2.56,2.29,0.67,0.49,0.68,0.5,0.48,0.47,0.33,0.45,0.45,0.22
c_1,2.36,3.01,3.5,1.1,2.73,2.45,0.81,0.89,0.37,0.74,0.54,0.59,0.4,0.56,0.56,0.37
b_1,3.05,3.3,3.3,1.89,1.11,2.74,0.99,0.94,0.62,0.8,0.74,0.87,0.48,0.7,0.6,0.53
a_1,5.06,5.52,4.65,4.66,2.47,1.12,1.51,1.43,1.04,1.08,0.99,1.26,0.66,1.15,0.95,0.76
h_1,8.74,9.04,9.53,8.51,7.51,7.01,1.48,2.48,1.77,1.82,1.76,1.91,1.71,1.62,1.46,1.28
g_1,11.0,12.39,10.33,10.97,9.48,11.79,2.35,1.54,2.29,2.16,2.08,2.02,1.31,2.08,1.94,1.64
d_0,7.85,11.73,14.58,13.37,11.87,11.49,3.82,4.06,1.83,2.51,2.62,2.54,1.83,2.2,2.54,2.1
c_0,12.96,14.71,7.51,16.92,12.29,11.21,3.62,3.19,3.22,1.81,2.49,2.8,1.99,2.37,2.4,1.52
f_0,13.23,18.81,12.79,14.68,12.68,12.44,3.66,2.7,2.73,2.52,1.78,2.52,1.93,2.52,2.89,1.39
b_0,14.17,15.38,11.39,18.6,18.27,13.76,4.22,3.9,3.04,1.72,2.81,1.86,2.26,2.97,2.48,1.76
h_0,16.96,19.01,17.97,18.96,17.36,16.97,6.64,5.24,3.6,3.58,3.5,3.24,3.09,3.13,3.45,2.35
a_0,16.96,23.31,17.5,18.72,20.57,19.32,5.46,4.79,3.52,3.0,3.34,2.22,3.03,2.12,3.27,2.39
e_0,25.56,24.87,19.11,19.32,19.15,18.16,5.43,4.57,4.24,3.88,2.25,3.49,2.94,3.47,2.11,2.84
g_0,24.41,23.31,21.45,23.77,19.84,19.53,5.56,6.84,4.41,4.11,4.14,4.4,2.53,4.3,3.68,3.49
