,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.71,0.63,0.89,0.75,0.53,0.84,1.44,0.79,0.82,0.89,0.85,0.98,0.96,0.61,0.83
f_1,1.18,1.52,0.68,0.69,0.63,0.56,0.74,0.86,0.72,0.89,0.78,0.62,0.77,0.65,0.58,0.82
d_1,0.79,0.99,1.56,0.61,0.55,0.58,0.91,0.68,0.65,1.33,0.98,0.8,0.95,0.72,0.81,0.78
c_1,0.68,0.72,0.68,1.57,1.23,0.57,0.8,0.76,0.78,0.45,0.77,0.81,0.92,0.69,0.73,0.81
b_1,0.66,0.73,0.85,0.65,1.6,1.2,0.88,0.82,0.82,0.92,0.59,0.92,0.91,0.7,0.73,0.91
a_1,0.88,0.87,0.9,0.86,0.51,1.73,1.04,0.97,0.93,0.82,0.94,0.94,1.18,0.53,0.95,1.02
h_1,1.03,1.35,1.04,0.88,0.87,0.68,1.75,1.16,1.23,1.03,1.09,1.0,0.92,0.92,0.85,1.53
d_0,0.83,1.0,0.8,1.71,1.1,0.77,1.04,1.63,1.07,0.8,1.09,1.09,1.4,0.99,1.0,1.29
g_1,0.89,0.98,1.53,0.8,0.95,0.84,1.02,0.99,1.89,1.24,0.99,1.5,1.14,1.01,1.08,0.87
c_0,1.0,1.22,1.01,0.93,0.72,0.87,1.36,1.5,1.07,1.67,1.87,1.16,1.29,1.3,1.13,1.45
b_0,1.08,1.18,1.05,1.04,0.65,0.77,1.25,1.31,1.18,1.02,1.74,1.07,1.53,1.65,1.16,1.42
f_0,0.95,0.79,1.06,1.0,1.11,0.98,1.33,1.45,1.05,1.16,1.21,1.76,1.45,1.08,1.91,1.13
h_0,1.15,1.46,1.07,1.08,1.06,0.85,0.87,1.23,1.31,1.13,1.01,1.04,1.01,0.86,1.02,1.47
a_0,1.08,1.23,1.13,1.13,1.07,0.65,1.43,1.51,1.06,1.11,1.21,1.24,1.75,1.76,1.17,1.29
e_0,0.73,1.38,1.16,1.16,1.24,0.78,1.36,1.29,1.16,1.3,1.13,1.08,1.59,1.09,1.72,1.54
g_0,1.08,1.09,1.54,1.09,0.99,0.86,1.05,1.09,0.99,1.2,1.24,1.55,1.28,1.18,1.02,0.99
