,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,10535.18,1411.88,1223.55,1836.04,2827.39,12732.89,1939037.95,6232412.49,4868455.39,7440029.05,10448737.92,11401811.6,48155991.07,63311717.6,79681803.62,22462007.68
f_1,2279.72,14834.21,1665.16,1604.92,2137.44,7751.3,1342900.82,3817889.74,3475978.56,6395755.29,10939377.78,2302950.6,47199870.57,41039823.95,92029873.11,39922935.77
d_1,1029.33,1592.72,17218.15,1337.31,2527.17,12786.12,1974531.58,1030341.24,4290465.25,12678406.69,14107201.85,13677601.76,47666895.39,42874250.86,97354647.35,70627652.59
c_1,955.58,1351.5,1618.8,18371.68,4359.27,13111.38,1748708.77,3903045.7,4896101.05,1418765.72,8590924.2,10790296.75,49081820.4,38495325.85,86026505.34,84954209.66
b_1,999.39,1249.09,1880.39,1752.55,29573.24,24162.16,1900892.69,3327863.9,4458916.4,6430094.91,2709888.84,13168837.32,42297033.09,32461418.96,85074009.37,79392436.03
a_1,904.41,1400.82,1719.87,1830.67,2974.22,213755.07,1548577.28,4024368.99,4350381.97,8328198.46,12340080.65,14816668.39,44192520.0,9141517.33,61436147.26,83910919.36
h_1,1613.13,3556.46,2948.68,2713.09,3624.24,20784.39,12499302.33,7400771.95,11355858.28,9533175.54,15814139.08,19159014.26,35700687.75,93720766.04,263660799.75,141683387.31
d_0,1834.45,2704.25,692.82,6259.65,4313.18,22245.64,2581352.27,16896066.09,6226332.88,9808634.04,22115250.43,20231361.6,94436343.58,70572714.91,137761986.74,143770639.04
g_1,1357.69,2532.54,4773.42,2738.68,3776.71,12130.71,2868335.27,6101244.39,43095947.14,10897226.37,20793319.73,35332604.33,71539788.58,89179124.51,77545959.09,170228320.61
c_0,1760.26,3444.52,3031.47,1673.84,4028.37,25214.86,3628569.51,7708680.88,8629844.6,32694045.49,40855861.04,21503742.39,91463736.22,89554115.2,160960983.88,131295875.63
b_0,2108.76,2971.08,2535.12,3683.1,1565.73,12718.77,3548654.5,7082405.69,8890224.67,10794364.07,67647573.21,26439136.13,107265604.14,212687191.79,156204897.05,123097137.75
f_0,1754.1,1013.9,3742.46,3888.49,4314.62,17947.65,3595172.45,6837587.57,10533333.23,12302846.13,20914234.95,68337917.91,91144012.8,93436160.01,225308682.21,278958302.76
h_0,2097.24,3642.95,2671.75,3763.33,4133.98,14697.66,1247447.75,6146922.16,10531141.98,10041437.81,22196646.27,17986948.8,25377418.36,87697331.31,164476878.06,163512119.71
a_0,1742.71,3080.33,3256.86,3209.78,3218.39,,3689680.55,8087770.93,12045000.07,11796990.32,19040570.8,30966397.72,123480066.05,370766114.01,204077181.81,166465758.57
g_0,1526.55,2246.37,5147.28,3080.97,4402.81,18049.05,2343369.36,6494205.9,3684467.33,10568052.15,19899880.92,35743391.02,82845590.08,71911261.16,89014204.96,138616967.19
e_0,565.12,3831.77,3976.2,3948.1,2790.32,20237.81,2997543.56,6231291.68,7432600.1,13955287.22,28299515.03,19955964.86,88092131.82,95836560.76,164295469.74,628843443.18
