,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.67,0.84,1.58,1.63,1.43,1.25,0.73,0.69,0.72,0.58,0.63,0.54,0.44,0.54,0.77,0.46
f_1,1.63,0.66,1.21,1.36,1.31,1.14,0.5,0.61,0.53,0.42,0.72,0.45,0.33,0.43,0.36,0.45
d_1,1.46,1.7,0.64,1.43,1.56,1.4,0.6,0.43,0.92,0.62,0.45,0.51,0.44,0.4,0.53,0.29
c_1,1.26,1.6,1.66,0.64,1.68,1.26,0.79,0.67,0.35,0.73,0.5,0.5,0.42,0.57,0.45,0.41
b_1,1.51,1.86,1.57,0.93,0.62,1.82,0.72,0.88,0.54,0.71,0.58,0.79,0.47,0.52,0.55,0.43
a_1,1.96,2.2,1.56,2.12,1.04,0.57,0.8,0.81,0.75,0.59,0.72,0.78,0.74,1.31,0.52,0.62
h_1,2.03,2.36,2.15,1.91,1.88,2.2,0.58,1.12,0.81,0.71,0.77,0.7,0.73,0.69,0.72,0.59
g_1,2.12,2.44,2.67,2.49,1.98,2.36,0.78,0.55,0.83,0.77,0.92,0.94,0.58,0.78,0.73,0.79
d_0,1.36,2.46,3.52,3.0,2.35,2.23,1.22,1.34,0.62,0.77,0.89,0.87,0.72,0.8,0.85,0.84
c_0,2.51,2.94,1.41,4.17,2.17,2.34,1.12,1.19,1.27,0.62,0.92,1.35,0.81,0.9,0.93,0.82
f_0,2.27,3.06,2.84,2.63,2.11,2.14,1.15,0.76,0.92,0.86,0.59,0.87,0.75,0.8,1.09,0.49
b_0,2.54,2.61,2.19,3.15,3.27,1.89,1.18,1.01,0.92,0.49,1.01,0.6,0.69,1.16,0.95,0.82
h_0,2.73,2.97,2.88,2.69,2.65,1.97,1.64,1.24,1.12,0.99,0.8,0.99,1.07,0.75,0.88,0.79
a_0,2.68,2.91,3.02,3.3,3.36,2.62,1.31,1.25,1.27,1.0,1.12,0.64,0.91,0.58,1.17,0.92
e_0,3.6,4.92,2.58,3.4,2.73,2.87,1.37,1.17,0.98,0.86,0.56,0.92,0.7,0.85,0.57,0.76
g_0,2.76,3.22,3.38,3.12,3.32,2.61,1.26,1.7,1.1,0.95,1.15,0.86,0.68,0.88,0.93,0.97
