,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.8,1.22,1.81,2.23,4.28,22.66,40.08,34.39,41.36,49.69,69.07,106.4,120.75,174.49,176.98
f_1,1.25,1.0,1.26,1.45,1.9,3.75,15.72,28.33,31.3,40.69,41.41,54.04,70.77,114.17,125.52,87.4
d_1,0.82,0.79,1.0,1.11,1.36,2.9,14.4,17.53,32.69,26.93,31.01,44.51,74.47,74.22,83.07,98.51
c_1,0.55,0.69,0.9,1.0,1.87,2.29,12.44,14.7,17.21,22.66,23.71,35.45,48.9,89.45,83.82,76.29
b_1,0.45,0.53,0.73,0.53,1.0,2.52,8.87,16.56,20.39,22.9,17.24,20.94,48.48,46.15,61.92,70.61
a_1,0.23,0.27,0.34,0.44,0.4,1.0,4.45,9.13,8.8,12.54,11.89,13.59,23.56,,35.71,34.21
h_1,0.04,0.07,0.07,0.08,0.11,0.22,1.0,1.65,1.6,2.59,2.11,3.49,6.35,5.19,8.21,6.91
d_0,0.02,0.04,0.05,0.07,0.06,0.11,0.59,1.0,1.11,1.49,1.54,2.22,3.38,3.32,4.44,4.68
c_0,0.03,0.03,0.03,0.06,0.05,0.12,0.65,1.01,1.0,1.18,1.78,2.05,2.98,4.09,4.12,4.56
g_1,0.02,0.02,0.04,0.04,0.04,0.08,0.39,0.67,0.84,1.0,1.05,1.69,1.72,2.7,2.92,4.09
b_0,0.02,0.02,0.03,0.04,0.06,0.08,0.48,0.66,0.53,0.96,1.0,1.28,2.46,3.75,3.27,3.88
f_0,0.01,0.02,0.02,0.03,0.05,0.08,0.28,0.48,0.47,0.61,0.71,1.0,1.85,1.82,1.61,3.29
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.16,0.3,0.33,0.58,0.43,0.52,1.0,0.99,1.6,1.52
a_0,0.01,0.01,0.01,0.01,0.02,,0.19,0.32,0.24,0.38,0.25,0.52,0.95,1.0,1.02,1.12
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.13,0.22,0.24,,0.31,0.58,0.65,1.07,1.0,1.13
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.21,0.23,0.26,0.26,0.3,0.65,0.89,0.88,1.0
