,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.68,1.55,1.73,1.55,2.42,22.43,47.71,36.04,33.24,42.53,48.48,58.58,76.83,,148.17
f_1,1.48,1.0,1.48,1.13,1.68,2.39,16.76,27.88,31.1,34.27,46.02,,55.14,86.11,121.23,188.54
c_1,0.64,0.68,1.0,1.16,1.43,2.65,16.47,16.12,26.64,,28.3,31.07,43.74,62.94,84.84,119.74
d_1,0.58,0.88,0.86,1.0,1.16,2.06,16.24,,17.38,26.51,28.63,29.16,51.3,66.5,70.23,70.76
b_1,0.64,0.6,0.7,0.86,1.0,2.6,10.8,14.71,13.78,20.68,,24.11,48.34,47.95,53.6,77.63
a_1,0.41,0.42,0.38,0.49,0.38,1.0,7.25,9.39,12.11,9.46,10.22,13.26,19.3,,,46.27
h_1,0.04,0.06,0.06,0.06,0.09,0.14,1.0,1.23,2.03,1.54,1.52,2.16,,5.18,4.15,6.07
d_0,0.02,0.04,0.06,,0.07,0.11,0.81,1.0,0.86,1.26,1.69,1.49,2.94,3.02,4.03,5.14
g_1,0.03,0.03,0.04,0.06,0.07,0.08,0.49,1.17,1.0,1.38,1.74,1.64,2.4,,3.25,
c_0,0.03,0.03,,0.04,0.05,0.11,0.65,0.79,0.72,1.0,2.1,1.52,2.68,2.7,3.96,4.52
b_0,0.02,0.02,0.04,0.03,,0.1,0.66,0.59,0.58,0.48,1.0,0.9,1.47,3.18,2.22,4.87
f_0,0.02,,0.03,0.03,0.04,0.08,0.46,0.67,0.61,0.66,1.11,1.0,1.38,1.7,4.09,2.0
h_0,0.02,0.02,0.02,0.02,0.02,0.05,,0.34,0.42,0.37,0.68,0.73,,1.03,1.46,1.77
a_0,0.01,0.01,0.02,0.02,0.02,,0.19,0.33,,0.37,0.31,0.59,0.97,1.0,1.3,1.23
e_0,,0.01,0.01,0.01,0.02,,0.24,0.25,0.31,0.25,0.45,0.24,0.69,0.77,1.0,
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.16,0.19,,0.22,0.21,0.5,0.56,0.81,,
