,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.41,0.43,0.68,0.58,0.62,0.54,0.34,0.35,0.27,0.33,0.29,0.33,0.27,0.24,0.3,0.24
f_1,0.63,0.4,0.59,0.55,0.58,0.57,0.25,0.29,0.26,0.34,0.28,0.28,0.25,0.19,0.23,0.23
c_1,0.49,0.6,0.39,0.73,0.61,0.53,0.33,0.18,0.31,0.32,0.28,0.27,0.25,0.23,0.28,0.24
d_1,0.64,0.69,0.54,0.38,0.57,0.52,0.32,0.33,0.3,0.25,0.27,0.27,0.26,0.23,0.23,0.16
b_1,0.58,0.64,0.43,0.63,0.38,0.7,0.33,0.26,0.33,0.3,0.29,0.26,0.28,0.25,0.27,0.25
a_1,0.62,0.63,0.61,0.64,0.4,0.3,0.34,0.32,0.27,0.35,0.27,0.27,0.34,0.23,0.31,0.26
h_1,0.57,0.64,0.61,0.55,0.53,0.51,0.23,0.28,0.23,0.31,0.26,0.25,0.24,0.26,0.22,0.22
d_0,0.4,0.52,0.74,0.67,0.59,0.51,0.31,0.23,0.24,0.38,0.26,0.25,0.24,0.23,0.25,0.23
c_0,0.63,0.62,0.71,0.4,0.58,0.58,0.33,0.33,0.22,0.31,0.28,0.28,0.24,0.22,0.23,0.19
g_1,0.57,0.65,0.56,0.6,0.53,0.53,0.26,0.24,0.25,0.2,0.25,0.26,0.24,0.17,0.25,0.23
b_0,0.62,0.58,0.65,0.46,0.62,0.63,0.3,0.31,0.17,0.3,0.2,0.24,0.28,0.2,0.25,0.22
f_0,0.5,0.66,0.59,0.59,0.59,0.54,0.32,0.27,0.22,0.23,0.27,0.2,0.27,0.23,0.29,0.16
a_0,0.55,0.55,0.67,0.53,0.65,0.56,0.31,0.28,0.23,0.32,0.17,0.25,0.18,0.23,0.22,0.22
h_0,0.54,0.62,0.55,0.53,0.55,0.56,0.36,0.25,0.25,0.32,0.26,0.23,0.23,0.23,0.24,0.24
e_0,0.64,0.7,0.57,0.52,0.53,0.47,0.3,0.27,0.25,0.26,0.25,0.16,0.25,0.2,0.18,0.2
g_0,0.58,0.57,0.58,0.61,0.55,0.47,0.27,0.27,0.26,0.34,0.24,0.27,0.24,0.17,0.21,0.22
