,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.85,1.17,1.1,1.13,1.13,1.12,1.57,1.01,0.99,1.11,1.11,0.97,1.06,0.95
f_1,1.3,1.0,0.89,1.03,1.02,0.81,0.82,0.93,1.03,0.87,1.04,0.9,0.84,0.94,0.78,1.24
d_1,1.18,1.13,1.0,0.81,0.83,0.91,1.06,0.77,1.0,1.38,1.06,0.93,1.14,1.0,1.08,0.81
c_1,0.85,0.98,1.23,1.0,1.26,0.85,1.0,0.95,0.65,0.7,0.91,1.06,0.95,1.02,1.09,0.95
b_1,0.91,0.96,1.2,0.8,1.0,1.52,0.99,1.26,0.91,0.98,0.83,0.99,0.95,0.91,1.03,0.99
a_1,0.89,1.23,1.1,1.18,0.66,1.0,1.05,1.09,0.94,1.12,1.11,1.11,1.26,0.86,0.88,1.11
h_1,0.86,1.26,0.96,1.01,1.05,0.98,1.0,1.22,0.82,0.86,0.95,0.96,0.98,1.06,0.94,1.16
g_1,0.92,1.07,1.25,1.04,0.77,0.86,0.84,1.0,0.82,0.92,0.93,1.16,0.81,0.88,1.13,0.96
d_0,0.66,1.0,0.97,1.43,1.08,1.03,1.2,1.19,1.0,0.88,0.97,1.02,0.94,1.22,0.99,1.0
c_0,1.0,1.12,0.71,1.44,0.98,0.89,1.16,1.02,1.11,1.0,1.42,1.01,1.05,1.13,1.12,1.1
b_0,1.06,1.0,0.89,1.09,1.06,0.91,1.04,1.1,1.04,0.67,1.0,0.84,1.03,1.59,0.9,1.07
f_0,0.9,1.14,1.08,0.95,1.04,0.87,1.06,0.83,0.94,1.03,1.19,1.0,1.13,1.08,1.45,0.85
h_0,0.93,1.13,0.92,1.06,1.04,0.81,1.05,1.22,1.02,0.93,0.91,0.87,1.0,0.83,0.83,1.27
a_0,1.05,1.07,1.0,0.98,1.03,1.16,0.94,1.18,0.9,0.93,0.64,0.91,1.21,1.0,1.01,0.97
e_0,0.97,1.41,0.92,0.91,1.02,1.09,1.04,0.92,0.97,0.96,1.11,0.67,1.12,0.87,1.0,0.92
g_0,1.03,0.85,1.28,1.05,1.01,0.91,0.87,1.03,0.96,0.9,0.95,1.15,0.78,1.02,1.06,1.0
