,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.96,1.01,0.9,0.95,0.74,0.67,0.86,0.54,0.74,0.59,0.55,0.61,0.87,0.58
f_1,1.27,1.0,0.92,1.01,0.83,0.89,0.59,0.75,0.64,0.63,0.53,0.56,0.51,0.5,0.47,0.68
d_1,1.04,1.08,1.0,0.95,0.97,0.74,0.72,0.58,0.71,0.83,0.52,0.75,0.59,0.61,0.53,0.45
c_1,0.99,0.99,1.05,1.0,1.49,0.65,0.7,0.78,0.45,0.58,0.63,0.57,0.58,0.5,0.6,0.54
b_1,1.12,1.2,1.03,0.67,1.0,1.37,0.72,0.82,0.71,0.84,0.7,0.56,0.66,0.61,0.54,0.66
a_1,1.05,1.13,1.35,1.55,0.73,1.0,0.98,0.67,0.88,0.78,0.81,0.79,0.76,0.65,0.88,0.7
h_1,1.31,1.76,1.4,1.42,1.42,1.03,1.0,1.25,0.85,0.78,0.95,0.84,1.04,0.83,0.74,0.77
g_1,1.55,1.39,1.69,1.32,1.24,1.4,0.8,1.0,1.18,1.03,1.11,0.89,0.73,1.11,0.97,0.9
d_0,1.13,1.59,1.46,2.27,1.35,1.13,1.19,0.81,1.0,0.83,0.86,0.89,1.15,0.89,0.89,0.84
c_0,1.77,1.69,1.22,1.66,1.11,1.34,1.28,0.98,1.25,1.0,1.12,1.33,0.99,0.81,0.87,1.08
f_0,1.34,1.9,1.96,1.59,1.41,1.28,1.06,0.9,1.16,0.88,1.0,1.18,1.02,0.77,1.51,0.67
b_0,1.61,1.87,1.24,1.78,1.75,1.3,1.12,1.08,1.17,0.73,0.91,1.0,1.2,1.28,0.71,0.97
h_0,1.72,1.91,1.76,1.71,1.52,1.17,0.94,1.36,0.86,1.03,0.97,0.88,1.0,0.78,0.79,1.02
a_0,1.57,2.09,1.76,1.8,1.64,,1.22,0.91,1.18,1.32,1.17,0.84,1.25,1.0,1.18,0.77
e_0,1.14,2.37,1.84,1.66,1.84,1.16,1.34,1.06,1.1,1.19,0.71,1.34,1.17,0.9,1.0,0.95
g_0,1.71,1.48,2.25,1.87,1.45,1.38,1.33,1.12,1.15,0.89,1.48,1.09,0.98,1.25,1.06,1.0
