,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.73,0.54,0.51,0.71,0.71,0.53,2.23,2.44,2.54,4.72,2.72,2.92,4.15,2.96,0.59,4.49
f_1,1.06,5.87,0.52,0.58,0.71,0.51,2.19,1.81,2.57,2.99,2.46,0.5,4.26,2.44,2.18,3.28
d_1,0.4,0.68,6.47,0.45,0.47,0.79,2.21,2.46,5.7,0.75,3.11,2.86,4.91,3.47,3.01,5.67
c_1,0.45,0.57,0.53,6.9,1.13,0.58,2.34,2.57,0.53,3.12,2.69,2.69,4.27,2.23,3.87,3.9
b_1,0.65,0.62,0.53,0.57,7.42,1.03,1.94,1.75,3.49,3.37,0.79,2.7,3.63,2.29,3.47,3.4
a_1,0.62,0.54,0.68,0.6,0.43,10.48,2.97,1.89,2.86,2.9,3.74,2.91,4.79,0.92,3.32,3.43
h_1,1.17,1.33,0.85,1.15,0.83,0.93,15.41,4.84,5.14,3.94,4.33,5.54,2.87,5.42,3.97,10.35
g_1,1.04,0.72,1.94,0.85,0.78,0.94,3.32,17.29,4.21,4.12,5.03,9.8,6.45,3.05,4.71,2.84
c_0,1.09,1.37,1.33,0.46,0.78,0.92,4.28,3.47,13.45,4.42,8.93,6.76,7.64,5.95,6.04,7.92
d_0,1.01,1.36,0.36,2.12,0.84,0.91,3.75,3.66,3.36,13.05,4.81,5.44,8.74,4.14,5.52,6.53
b_0,1.21,1.07,1.37,0.97,0.4,0.75,4.02,3.98,5.22,6.12,15.93,5.55,7.03,10.95,3.64,8.72
f_0,1.06,0.58,1.31,1.26,0.94,0.98,3.69,3.25,5.86,5.7,5.34,16.87,8.12,5.89,11.12,8.66
h_0,1.0,1.68,1.24,1.05,0.67,0.79,1.37,4.58,3.7,4.78,5.8,4.89,3.65,7.28,6.8,9.95
a_0,1.25,1.01,1.26,1.15,1.0,,4.03,3.89,5.87,5.43,4.87,5.01,8.01,21.32,4.73,10.11
e_0,0.35,1.53,1.37,1.38,1.06,0.86,4.52,3.31,5.37,6.21,4.71,4.04,10.26,3.84,22.8,8.07
g_0,0.96,0.91,1.76,1.07,1.03,0.76,3.02,2.08,5.0,3.85,6.51,7.2,8.14,5.46,6.6,3.39
