,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,1.0,1.6,1.82,1.86,1.73,0.57,0.6,0.42,0.37,0.34,0.45,0.26,0.33,0.66,0.22
f_1,1.65,0.44,1.54,1.76,1.82,1.44,0.35,0.52,0.37,0.29,0.33,0.57,0.17,0.34,0.28,0.3
d_1,2.38,2.09,0.41,1.77,1.55,1.55,0.48,0.3,0.88,0.33,0.34,0.29,0.29,0.3,0.37,0.17
c_1,1.45,1.8,2.72,0.4,1.54,1.84,0.51,0.53,0.21,0.62,0.38,0.41,0.27,0.42,0.38,0.27
b_1,1.75,1.93,2.36,1.01,0.39,2.16,0.61,0.78,0.36,0.52,0.76,0.43,0.26,0.46,0.36,0.31
a_1,2.09,3.11,2.51,3.11,1.22,0.31,0.66,0.79,0.54,0.59,0.66,0.48,0.48,0.9,0.41,0.38
h_1,2.65,3.27,2.48,2.67,3.03,2.33,0.33,0.81,0.55,0.49,0.54,0.6,0.65,0.62,0.45,0.39
g_1,3.52,3.9,2.9,3.51,2.83,3.03,0.64,0.29,0.64,0.61,0.58,0.6,0.34,0.58,0.68,0.56
d_0,1.77,3.15,5.82,3.37,3.23,3.23,1.2,1.04,0.38,0.7,0.74,0.72,0.43,0.98,0.62,0.54
c_0,3.46,3.44,1.59,9.03,3.74,3.15,1.01,0.88,0.95,0.37,0.72,0.74,0.46,0.63,0.59,0.52
b_0,3.6,3.34,2.6,4.35,6.14,3.3,0.97,0.97,0.77,0.35,0.35,0.65,0.53,0.72,0.55,0.51
f_0,3.83,6.42,2.91,3.23,3.55,2.56,1.02,0.57,0.7,0.71,0.91,0.33,0.49,0.91,0.71,0.36
h_0,3.74,3.81,3.71,4.47,4.07,3.39,1.74,1.14,0.84,0.71,0.73,0.72,0.97,0.76,0.59,0.6
a_0,4.51,4.52,3.15,4.37,5.15,7.51,1.21,1.36,0.89,0.65,0.37,0.83,0.71,0.3,0.7,0.48
e_0,6.62,7.65,3.83,3.47,3.91,4.67,1.2,0.94,0.95,0.76,0.87,0.45,0.6,0.62,0.32,0.54
g_0,4.46,4.26,4.56,4.89,4.57,3.36,0.98,1.58,0.97,0.93,0.87,0.79,0.41,0.82,0.78,0.88
