,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,100.2,61.25,126.82,104.14,140.03,335.29,12816.02,32234.29,21257.1,22635.44,38158.8,46485.36,97150.99,113597.76,156586.79,279666.01
f_1,88.49,101.47,105.5,95.27,143.85,312.63,10263.03,20781.83,18044.61,20453.41,36531.29,28175.86,86211.94,114908.13,125888.47,303142.13
c_1,42.32,49.38,153.28,91.28,196.15,331.62,9690.91,14928.69,18537.66,14302.02,25091.28,33012.24,75719.34,81393.84,134319.21,233744.09
d_1,49.31,58.71,70.28,161.99,108.73,267.48,10387.82,13607.07,14604.62,30403.35,36642.25,34787.9,87108.89,118687.41,149627.57,194490.43
b_1,45.39,45.51,71.5,87.32,200.83,477.9,8010.5,13290.47,14417.98,16396.56,21912.73,32186.89,79769.72,69507.74,116816.58,198525.93
a_1,34.11,38.31,58.54,70.65,58.13,428.82,7412.07,11293.01,12269.2,14181.4,25292.71,21918.2,56798.77,63193.87,92739.49,158197.54
h_1,13.73,18.54,22.92,24.16,29.89,66.15,3812.27,4135.09,4724.27,5142.86,8528.36,9089.76,18255.42,29409.91,35986.14,68423.74
d_0,9.23,11.84,32.78,17.3,34.79,63.91,2333.21,4994.4,3495.0,3757.17,7501.96,8105.59,20718.67,21131.22,37827.15,57994.86
g_1,9.99,11.81,18.85,29.09,26.14,55.47,2098.9,3916.63,5590.79,4888.97,8537.81,10471.67,17505.31,24744.98,38489.18,39565.64
c_0,12.41,12.75,16.84,19.88,20.48,56.64,2507.81,3749.11,3536.07,5774.56,12840.34,8188.1,21853.18,28884.42,36166.04,56164.65
b_0,10.26,10.71,18.07,16.99,17.47,48.68,2334.52,3197.46,3023.34,3093.01,8396.79,7179.11,15071.8,33341.04,27709.3,50178.35
f_0,7.4,9.13,17.55,17.78,22.53,69.4,1859.44,3199.64,2946.33,3963.02,6761.95,8860.89,15792.66,22491.72,47437.63,41123.86
h_0,8.4,9.95,13.51,12.98,16.35,41.84,1300.14,2160.94,2865.53,2351.91,5062.09,4990.84,10740.9,14232.96,20803.52,38443.36
a_0,7.17,6.78,13.48,11.86,14.81,31.8,1306.75,2479.75,2084.56,2448.35,4024.49,4363.13,12130.07,19435.04,21107.44,29593.31
e_0,4.71,6.81,11.2,11.02,15.66,34.0,1191.31,1791.74,1682.43,2352.56,4386.55,3716.67,11069.4,12101.25,25953.3,28689.32
g_0,5.5,4.48,8.35,14.32,14.38,30.22,1061.35,1533.08,1717.44,2003.61,3266.66,5403.75,9286.16,11388.12,17419.47,22086.75
