,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,9065.87,3911.2,2817.38,4560.31,8900.38,27472.83,2657180.3,6788330.31,10951140.97,11455094.47,13800324.24,8207031.87,83133600.65,60541567.7,172926599.94,108476750.07
e_1,2581.01,9620.12,2557.89,5532.55,7854.09,32840.37,2986151.62,7048825.51,11393733.75,23254374.82,17775506.68,23361537.61,96385899.94,95928224.3,200861233.59,75165767.44
d_1,2447.41,1789.49,14819.53,3615.51,9613.91,37831.13,2985738.55,8156420.09,22294254.41,4556801.77,18451936.84,25783185.52,103867415.74,86877625.84,235201320.54,146216966.8
c_1,1922.69,1952.53,2988.35,22691.44,21603.8,29282.66,2431786.09,7431222.62,3885934.15,11415480.92,12266532.61,25677135.89,93511498.63,82450285.71,198281040.27,158442469.43
b_1,1839.95,2210.41,3349.17,4400.49,66407.41,79547.51,2273181.86,7445192.28,7902037.83,8772077.29,5585045.35,18918123.77,84305895.43,62502127.66,208542439.5,154460897.16
a_1,1755.47,2352.64,4233.63,3572.48,10029.92,324513.94,2896134.19,6199431.58,10146940.65,9430171.49,17850373.41,25297902.74,111544443.89,40416675.69,291169489.79,186067488.03
h_1,3124.6,2565.34,3748.82,5117.17,12805.48,42251.02,9029830.46,13126664.13,12907080.36,14402407.09,19596560.03,27843572.04,73232946.9,85105990.78,362725160.47,218855403.42
g_1,2699.85,2014.75,5697.7,5507.12,12192.08,41647.47,3107808.42,30956363.85,12787806.07,9869876.41,19570792.04,35275114.78,103268205.08,102376331.36,146018195.09,235031160.51
c_0,2702.2,2631.54,4323.15,3283.5,11068.2,50229.6,4158429.63,9560282.32,29303582.73,10172271.94,40122828.08,34011774.15,118933013.92,101842835.13,374987696.81,236826132.86
d_0,2442.65,2539.43,1796.19,11547.61,12621.69,46949.54,3371996.15,8107769.56,11223226.9,29417097.19,17689142.08,31875654.08,97370390.37,81726120.56,278822144.32,221543047.41
b_0,2852.17,2571.05,3809.82,5977.83,6712.74,29163.88,3816826.02,9448185.2,13205755.27,13999335.94,47135163.28,30497028.7,138799128.0,226637185.93,359188060.57,231419509.88
f_0,1693.14,1913.32,4604.91,5996.98,14763.91,58811.25,3627288.81,10910584.96,15522343.06,14610298.8,22417638.22,66741922.88,121175136.14,119194160.58,279503743.69,475861645.91
h_0,3733.78,2359.77,3624.36,5846.09,10472.26,44348.84,2238205.69,11254651.6,14285840.52,13353964.73,21196951.45,26097139.54,58620739.19,111346478.87,419474319.56,186480122.66
a_0,3237.26,2026.74,4524.03,5327.48,14744.59,21300.49,4040150.95,9870991.49,13312617.64,16855671.04,15487330.75,34238312.42,124862174.47,312984000.0,319100107.38,284949735.25
g_0,1967.66,2402.06,6601.94,5330.1,10170.21,48742.54,3354979.15,6102367.34,15368101.17,12526753.58,23947106.72,44755963.95,121144852.95,93221052.63,154262819.94,181786115.0
e_0,2930.25,1521.54,3651.45,6098.66,14413.09,51058.17,3364817.8,9593925.54,13790730.08,16064789.12,23093589.26,30239806.73,144801508.64,114017595.31,344366098.29,678632622.84
