,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.52,1.36,0.81,0.83,0.77,0.63,0.91,0.86,1.04,0.96,1.07,0.72,1.03,0.84,0.65,0.96
e_1,0.87,1.52,0.83,1.07,0.89,0.69,1.07,0.91,1.62,1.08,0.98,1.04,1.11,0.94,0.78,1.08
d_1,1.04,0.89,1.57,0.78,0.84,0.68,1.1,0.87,0.89,1.61,1.23,0.95,1.15,1.0,1.02,1.04
c_1,0.93,0.81,0.89,1.57,1.32,0.73,1.04,1.05,0.95,0.69,0.77,0.9,1.13,0.86,0.89,0.88
b_1,1.01,0.87,0.97,0.84,1.61,1.31,0.97,0.97,1.04,1.04,0.79,1.09,1.24,0.74,0.89,0.94
a_1,1.14,0.98,1.06,1.07,0.72,1.77,1.22,1.1,1.16,1.16,1.13,1.15,1.28,0.92,0.91,1.1
h_1,1.48,1.17,1.22,1.04,1.05,0.78,1.8,1.45,1.22,1.25,1.32,1.18,1.11,0.94,1.11,1.49
g_1,1.06,1.0,1.7,1.13,1.13,0.84,1.27,1.89,1.1,1.34,1.26,1.64,1.4,1.27,1.25,1.17
d_0,1.25,1.04,0.97,1.78,1.16,0.94,1.45,1.29,1.68,1.01,1.13,1.28,1.4,1.06,1.14,1.32
c_0,1.33,1.3,1.2,1.13,0.85,0.87,1.44,1.3,1.43,1.74,2.19,1.23,1.69,1.49,1.13,1.53
b_0,1.26,1.32,1.18,1.32,0.87,0.83,1.41,1.3,1.53,1.3,1.82,1.25,1.47,2.11,1.11,1.47
f_0,1.13,0.96,1.36,1.31,1.17,1.13,1.49,1.33,1.31,1.32,1.42,1.84,1.57,1.41,2.21,1.41
h_0,1.57,1.25,1.28,1.15,1.05,0.94,1.37,1.56,1.3,1.28,1.51,1.37,1.35,1.13,1.23,1.8
a_0,1.4,1.28,1.21,1.33,1.32,0.93,1.69,1.36,1.62,1.28,1.34,1.38,1.72,1.84,1.31,1.55
e_0,1.57,1.07,1.26,1.24,1.29,1.16,1.53,1.42,1.29,1.37,1.6,1.24,1.87,1.28,1.9,1.55
g_0,1.24,1.24,1.65,1.33,1.11,1.04,1.43,1.34,1.31,1.39,1.67,1.94,1.46,1.2,1.39,1.28
