,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.22,0.94,1.02,0.97,0.88,0.84,0.86,1.07,0.9,0.94,0.91,0.88,0.87,0.87,0.98
e_1,0.82,1.0,0.91,1.15,1.08,1.07,1.09,0.98,1.09,1.4,0.97,1.09,1.05,1.09,1.02,1.11
d_1,1.05,1.11,1.0,0.86,0.92,0.91,1.0,1.31,0.81,1.12,1.11,1.11,1.05,1.02,1.09,0.82
c_1,0.97,0.87,1.14,1.0,1.34,0.84,1.02,0.75,1.05,0.68,0.83,0.96,0.98,1.01,0.96,0.96
b_1,1.04,0.9,1.1,0.74,1.0,1.6,1.07,1.03,1.02,0.98,1.03,0.9,1.07,0.86,0.98,1.11
a_1,1.14,0.97,1.09,1.2,0.64,1.0,1.15,1.09,1.04,0.98,1.28,1.03,1.01,1.14,1.01,1.11
h_1,1.18,0.96,0.98,1.0,0.9,0.83,1.0,0.95,1.15,1.11,1.08,1.04,1.0,0.85,0.89,1.13
c_0,1.15,1.01,0.79,1.33,0.93,0.89,1.06,1.0,0.87,1.08,1.37,1.05,1.01,1.11,1.06,0.96
g_1,0.95,0.89,1.22,1.03,0.98,0.92,0.89,1.06,1.0,0.99,0.87,1.18,0.93,1.12,1.04,0.97
d_0,1.06,0.74,0.87,1.47,1.02,0.98,0.91,0.89,1.03,1.0,0.93,0.93,1.01,1.02,0.91,1.06
b_0,1.07,1.0,0.89,1.2,1.06,0.75,0.84,0.75,1.19,1.09,1.0,0.93,1.07,1.45,1.03,1.17
f_0,1.14,0.91,0.91,1.04,1.11,0.96,1.02,1.0,0.84,1.01,1.08,1.0,1.17,1.06,1.48,0.79
h_0,1.13,0.95,0.94,1.05,0.93,0.91,0.96,1.01,1.1,0.98,0.93,0.84,1.0,0.94,0.96,1.24
a_0,1.11,0.96,0.98,1.05,1.21,0.86,1.17,0.92,0.98,0.98,0.7,0.95,1.09,1.0,0.98,1.1
e_0,1.14,0.95,0.95,1.03,1.06,0.95,1.06,0.9,1.02,1.04,0.95,0.66,1.03,0.96,1.0,1.06
g_0,1.07,0.9,1.19,1.07,0.87,0.87,0.85,1.04,1.03,0.94,0.91,1.29,0.79,0.96,0.95,0.99
