,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.38,0.24,0.26,0.24,0.28,0.35,0.53,0.54,1.0,0.49,0.69,0.63,0.63,0.61,,0.81
f_1,0.36,2.39,0.28,0.27,0.27,0.25,0.52,0.61,0.63,0.75,,0.6,0.71,0.49,0.56,0.96
d_1,0.25,0.25,2.46,0.23,0.28,0.21,0.6,0.54,,1.06,0.48,0.75,0.84,0.74,0.59,0.67
c_1,0.29,0.31,0.27,2.55,0.54,0.2,0.53,0.66,0.51,,0.69,0.59,0.72,0.46,0.56,0.69
b_1,0.29,0.26,0.23,0.18,2.76,0.51,0.53,0.61,0.61,0.62,0.65,,0.88,0.64,0.62,0.83
a_1,0.24,0.25,0.32,0.37,0.23,3.29,0.52,,0.8,0.76,0.72,,0.75,,,0.7
h_1,0.59,0.72,0.57,0.58,0.51,0.38,3.88,1.45,1.05,0.93,1.15,1.03,,1.4,1.13,1.35
g_1,0.51,0.37,0.69,0.44,0.44,,0.94,4.12,1.17,1.26,1.62,1.13,1.17,1.87,1.59,
d_0,0.55,0.67,,1.1,0.71,0.67,1.39,0.8,3.45,1.33,0.97,1.11,2.09,1.25,1.33,1.69
c_0,0.75,0.55,0.6,,0.47,0.55,1.39,1.07,1.45,3.55,1.64,2.22,1.43,0.96,1.28,2.44
f_0,0.54,,0.79,0.61,0.57,0.54,1.2,1.22,1.85,0.91,3.96,1.29,1.52,1.14,2.57,1.53
b_0,0.63,0.74,0.55,0.54,,,1.23,1.19,1.28,1.18,1.08,3.92,2.31,2.24,1.22,1.68
h_0,0.84,1.07,0.78,0.87,0.69,0.75,,1.92,1.39,1.87,1.3,1.27,,1.38,1.39,2.44
a_0,0.64,0.67,0.49,0.82,0.56,,1.35,0.86,1.39,1.68,1.79,1.12,2.24,4.56,,
e_0,,0.78,0.71,0.52,0.69,,1.33,1.01,1.47,1.64,1.11,1.78,1.69,,4.74,
g_0,0.76,0.51,1.02,0.75,0.65,0.8,1.48,,1.41,1.25,2.3,1.98,2.58,,,
