,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.84,0.96,1.14,1.05,0.96,1.01,1.07,0.94,1.34,1.03,1.21,1.06,1.09,1.1,1.09
f_1,1.21,1.0,0.95,1.03,0.94,0.97,0.83,1.01,0.89,1.0,0.98,0.85,0.98,0.87,0.71,1.0
d_1,1.01,1.06,1.0,0.88,1.02,0.94,0.97,0.91,1.24,1.0,1.04,0.99,0.95,0.98,1.06,0.87
c_1,0.89,0.98,1.13,1.0,1.29,0.97,1.02,0.88,0.88,0.72,0.91,0.98,0.94,0.93,1.01,1.05
b_1,0.92,1.04,0.96,0.78,1.0,1.43,1.24,1.09,1.02,0.97,0.96,1.04,0.91,1.03,1.05,1.01
a_1,1.03,1.03,1.04,1.02,0.72,1.0,1.12,1.11,1.1,1.07,1.13,1.03,1.07,1.23,0.98,1.08
h_1,0.97,1.18,1.04,1.0,0.78,0.87,1.0,1.13,0.99,0.96,0.93,0.96,0.93,1.01,0.96,1.1
g_1,0.95,1.0,1.12,1.09,0.94,0.85,0.87,1.0,1.01,0.97,0.97,1.11,0.94,0.94,1.07,1.03
c_0,1.06,1.11,0.84,1.14,0.99,0.83,1.03,1.01,1.0,1.18,1.28,1.01,1.06,1.03,1.14,1.01
d_0,0.78,0.98,0.98,1.46,1.06,0.9,1.05,0.99,0.86,1.0,0.98,0.99,1.05,1.04,1.14,1.11
b_0,0.95,1.07,0.98,1.1,1.02,0.81,1.08,1.01,0.77,0.99,1.0,0.91,1.34,1.1,1.01,0.98
f_0,0.87,1.12,1.04,1.02,0.94,0.97,1.03,0.9,0.94,0.99,1.13,1.0,1.05,1.1,1.63,0.93
a_0,0.96,1.05,0.95,1.07,1.12,0.91,1.11,1.03,0.97,0.95,0.77,1.0,1.0,1.03,0.99,0.84
h_0,0.92,1.14,1.04,1.04,1.01,0.82,1.02,1.08,0.93,0.94,0.88,0.9,0.95,1.0,0.93,1.09
e_0,1.0,1.31,0.92,0.97,1.04,1.01,1.07,0.93,0.94,0.9,1.03,0.65,1.05,1.03,1.0,0.97
g_0,0.92,1.02,1.1,0.94,0.99,0.9,0.92,1.02,1.0,0.85,1.02,1.11,1.14,0.93,1.03,1.0
