,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.24,0.24,0.2,0.23,0.19,0.2,0.43,0.36,0.88,0.36,0.5,0.4,0.5,0.44,0.11,0.51
f_1,0.39,2.26,0.21,0.23,0.16,0.16,0.4,0.33,0.49,0.5,0.08,0.45,0.61,0.28,0.3,0.52
d_1,0.21,0.24,2.33,0.17,0.18,0.13,0.47,0.44,0.11,0.98,0.37,0.65,0.63,0.43,0.36,0.55
c_1,0.22,0.23,0.19,2.4,0.42,0.12,0.38,0.4,0.45,0.1,0.47,0.32,0.54,0.36,0.36,0.42
b_1,0.23,0.23,0.19,0.19,2.59,0.37,0.36,0.42,0.51,0.4,0.48,0.07,0.6,0.33,0.35,0.48
a_1,0.22,0.2,0.24,0.29,0.2,3.07,0.36,0.28,0.61,0.54,0.48,0.38,0.56,0.08,0.32,0.55
h_1,0.35,0.57,0.45,0.38,0.35,0.19,2.87,0.91,0.69,0.62,0.77,0.73,0.35,0.72,0.68,0.94
g_1,0.42,0.3,0.64,0.34,0.32,0.29,0.6,3.06,0.74,0.82,1.2,0.66,0.83,0.84,0.87,0.46
d_0,0.41,0.45,0.12,0.83,0.36,0.27,0.7,0.37,2.19,0.56,0.62,0.61,1.14,0.66,0.65,0.76
c_0,0.46,0.49,0.53,0.15,0.19,0.36,0.77,0.58,0.9,2.36,0.92,1.51,1.01,0.56,0.76,1.15
f_0,0.35,0.16,0.56,0.44,0.39,0.31,0.66,0.78,0.84,0.7,2.59,0.9,0.99,0.62,1.66,0.91
b_0,0.41,0.6,0.41,0.37,0.12,0.24,0.77,0.64,0.78,0.83,0.75,2.58,1.19,1.37,0.55,0.96
h_0,0.4,0.59,0.51,0.41,0.36,0.22,0.17,0.78,0.57,0.76,0.65,0.63,0.44,0.57,0.51,1.16
a_0,0.42,0.45,0.5,0.47,0.34,,0.76,0.51,0.8,0.84,0.93,0.92,1.29,2.66,0.67,0.57
e_0,0.1,0.55,0.5,0.44,0.45,0.19,0.95,0.74,0.81,1.05,0.78,0.99,1.06,0.54,3.05,1.04
g_0,0.38,0.29,0.77,0.37,0.25,0.29,0.84,0.32,0.69,0.62,1.35,0.72,1.11,0.68,0.8,0.36
