,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.97,1.15,0.96,0.8,0.68,0.73,0.65,0.86,0.63,0.72,0.61,0.58,0.6,0.65
f_1,1.24,1.0,0.9,0.96,0.89,0.81,0.6,0.71,0.57,0.62,0.64,0.56,0.49,0.52,0.43,0.56
d_1,1.02,1.12,1.0,0.91,0.9,0.9,0.7,0.6,0.81,0.65,0.64,0.63,0.63,0.66,0.57,0.52
c_1,0.9,1.02,1.13,1.0,1.3,0.86,0.7,0.72,0.61,0.52,0.59,0.6,0.62,0.56,0.59,0.54
b_1,1.05,1.14,1.09,0.77,1.0,1.3,0.78,0.73,0.74,0.67,0.67,0.68,0.69,0.6,0.64,0.6
a_1,1.22,1.18,1.13,1.17,0.8,1.0,0.93,0.76,0.87,0.83,0.97,0.79,0.89,0.77,0.73,0.64
h_1,1.49,1.68,1.39,1.39,1.31,1.05,1.0,1.12,0.89,0.86,0.85,0.95,0.83,0.82,0.74,0.89
g_1,1.35,1.44,1.61,1.39,1.35,1.29,0.94,1.0,1.0,0.93,0.93,1.13,0.78,0.85,0.91,0.74
c_0,1.54,1.64,1.23,1.65,1.36,1.13,1.13,0.99,1.0,1.17,1.26,1.0,0.98,1.05,0.97,0.89
d_0,1.21,1.58,1.54,1.92,1.55,1.21,1.14,1.01,0.85,1.0,0.95,0.96,0.91,0.79,0.96,0.91
b_0,1.55,1.61,1.55,1.67,1.47,1.02,1.18,1.06,0.79,1.02,1.0,0.91,1.01,1.24,0.83,0.87
f_0,1.34,1.73,1.59,1.67,1.48,1.3,1.1,0.86,1.03,1.06,1.08,1.0,0.99,0.95,1.45,0.79
h_0,1.63,1.99,1.6,1.55,1.42,1.14,1.18,1.29,0.98,1.11,1.0,1.0,1.0,1.03,0.98,1.05
a_0,1.59,1.83,1.51,1.81,1.6,1.33,1.27,1.18,0.98,1.23,0.82,1.08,0.95,1.0,1.07,0.91
e_0,1.75,2.17,1.78,1.64,1.58,1.38,1.42,1.11,1.1,1.06,1.22,0.79,1.08,0.94,1.0,0.98
g_0,1.6,1.77,1.86,1.84,1.76,1.5,1.09,1.35,1.09,1.09,1.15,1.29,0.95,1.06,1.06,1.0
