,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.25,0.99,0.9,0.73,0.66,0.42,0.42,0.37,0.35,0.34,0.28,0.26,0.27,0.22,0.3
e_1,0.8,1.0,0.82,1.04,0.9,0.72,0.47,0.39,0.41,0.59,0.37,0.4,0.37,0.37,0.35,0.35
d_1,1.02,1.21,1.0,0.9,0.92,0.86,0.56,0.38,0.56,0.46,0.41,0.39,0.34,0.31,0.26,0.26
c_1,1.11,0.96,1.12,1.0,1.18,0.81,0.49,0.5,0.36,0.32,0.43,0.45,0.4,0.29,0.4,0.27
b_1,1.38,1.11,1.09,0.84,1.0,0.99,0.5,0.5,0.52,0.44,0.46,0.45,0.37,0.35,0.43,0.35
a_1,1.52,1.39,1.16,1.23,1.01,1.0,0.79,0.66,0.65,0.73,0.73,0.41,0.46,0.64,0.37,0.49
h_1,2.44,2.08,1.8,2.13,2.05,1.3,1.0,1.3,0.82,0.78,0.8,0.69,1.08,0.82,0.63,0.72
g_1,2.32,2.63,2.69,1.96,1.97,1.54,0.75,1.0,1.04,0.84,0.9,1.09,0.73,0.86,0.61,0.7
c_0,2.94,2.31,1.73,3.03,1.86,1.51,1.24,0.95,1.0,1.23,1.3,1.12,0.91,0.78,0.8,0.92
d_0,2.83,1.68,2.06,3.34,2.16,1.36,1.27,1.24,0.79,1.0,0.99,0.68,1.06,0.74,0.64,0.73
b_0,3.12,2.62,2.35,2.35,2.35,1.33,1.21,1.07,0.81,1.03,1.0,0.89,0.89,1.06,0.87,0.7
f_0,3.36,2.47,2.58,2.2,2.35,2.39,1.48,0.88,0.93,1.34,1.15,1.0,1.11,1.07,1.38,0.7
h_0,3.82,2.65,2.79,2.57,2.53,2.06,,1.36,1.09,0.94,1.07,0.87,1.0,0.85,0.94,0.89
a_0,3.73,2.65,3.35,3.36,2.72,,1.16,1.11,1.39,1.21,0.93,1.06,1.19,1.0,0.66,0.87
e_0,4.46,2.96,4.09,2.5,2.41,2.36,1.5,1.69,1.32,1.47,1.22,0.75,1.19,1.7,1.0,0.76
g_0,3.57,2.76,4.04,3.56,2.79,2.07,1.39,1.57,1.12,1.32,1.39,1.47,1.1,1.1,1.46,
