,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.41,1.21,1.06,1.56,1.18,1.01,2.49,2.21,4.22,2.68,2.88,2.65,3.46,3.45,1.97,3.34
f_1,1.75,2.42,1.25,1.16,1.12,1.2,2.12,2.47,2.34,2.18,2.63,1.41,2.95,2.31,2.0,3.27
d_1,1.25,1.29,2.52,1.08,1.16,1.37,2.19,2.4,1.86,4.35,3.07,2.67,3.35,2.37,3.11,3.04
c_1,1.03,1.25,1.23,2.61,2.09,1.16,2.24,2.32,2.21,1.44,1.91,2.69,3.29,2.49,2.82,3.0
b_1,1.23,1.27,1.34,1.03,2.76,2.11,2.2,2.23,2.44,2.78,2.11,2.72,3.35,2.12,2.28,3.09
a_1,1.3,1.32,1.32,1.17,0.9,3.46,2.88,2.44,2.83,2.98,3.1,3.37,3.73,2.13,3.34,3.25
h_1,1.26,1.79,1.49,1.27,1.26,1.18,4.2,3.11,2.46,2.7,2.86,2.9,2.51,2.41,2.63,4.34
g_1,1.17,1.18,1.92,1.37,1.33,1.2,2.38,4.38,2.76,3.13,3.53,4.13,3.37,3.03,3.11,3.54
d_0,1.08,1.48,0.9,2.33,1.41,1.11,3.18,2.68,4.01,1.84,2.58,3.24,3.6,3.3,2.93,4.2
c_0,1.39,1.61,1.16,1.4,0.98,1.17,2.94,2.83,3.61,3.96,4.81,3.34,3.85,4.05,3.21,4.4
b_0,1.38,1.46,1.3,1.67,0.91,1.17,2.93,2.63,3.21,2.36,4.26,2.77,3.93,5.43,3.04,4.33
f_0,1.14,1.3,1.45,1.49,1.45,1.19,2.36,2.39,3.02,2.78,3.25,4.55,4.21,3.22,6.0,3.45
h_0,1.22,1.64,1.45,1.42,1.34,1.25,2.49,2.82,2.85,2.86,2.71,2.97,2.99,3.12,3.09,5.21
a_0,1.13,1.6,1.41,1.58,1.47,0.87,3.07,2.47,2.64,2.53,2.76,2.68,3.86,4.91,3.17,3.47
e_0,1.06,1.44,1.54,1.49,1.53,1.21,2.71,2.81,3.3,3.09,3.15,2.68,3.96,2.68,5.11,4.06
g_0,1.13,1.11,2.01,1.4,1.35,1.33,2.68,2.29,2.36,2.76,2.3,4.26,3.13,2.97,3.32,3.39
