,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.43,1.36,1.27,1.92,1.63,1.5,2.89,3.08,4.73,3.03,3.15,3.58,4.11,3.22,2.89,4.28
f_1,2.12,2.47,1.49,1.5,1.32,1.33,2.59,2.66,3.07,2.84,3.05,2.33,3.67,3.04,2.44,3.66
d_1,1.61,1.56,2.57,1.26,1.51,1.39,2.65,2.58,2.56,4.81,3.96,2.99,4.09,3.47,3.38,3.48
c_1,1.21,1.46,1.47,2.66,2.37,1.53,3.09,2.57,2.72,2.13,2.54,3.23,3.97,3.31,3.38,4.1
b_1,1.36,1.68,1.45,1.31,2.72,2.53,2.96,2.75,3.08,3.09,2.45,3.44,3.86,2.64,3.76,3.77
a_1,1.52,1.61,1.59,1.58,1.11,3.27,3.18,3.35,3.4,3.34,3.81,3.7,4.35,3.45,3.57,4.82
h_1,1.44,1.92,1.79,1.42,1.53,1.25,4.26,3.7,3.06,2.97,3.07,3.28,3.44,2.9,3.23,5.36
g_1,1.39,1.46,2.23,1.46,1.52,1.27,2.67,4.54,2.97,3.31,3.18,4.71,3.6,3.41,3.7,3.84
d_0,1.29,1.54,1.1,2.54,1.62,1.66,3.14,3.07,4.2,2.52,3.29,3.49,4.3,3.49,3.53,4.03
c_0,1.62,1.83,1.42,1.51,1.24,1.56,3.1,3.15,3.71,4.41,5.54,3.49,4.57,4.5,3.4,4.52
b_0,1.69,1.65,1.52,1.78,1.34,1.23,3.03,3.28,3.54,3.17,4.58,3.66,5.15,5.52,3.55,4.45
f_0,1.37,1.5,1.79,1.65,1.54,1.55,3.31,2.79,3.41,3.23,3.3,4.56,4.47,3.45,5.95,4.19
h_0,1.63,1.98,1.63,1.54,1.48,1.32,2.68,3.56,3.0,3.3,2.84,3.45,3.66,3.54,3.08,5.3
a_0,1.61,1.75,1.71,1.48,1.61,1.28,3.51,3.06,3.12,3.17,3.21,3.48,4.62,5.25,3.58,4.28
e_0,1.26,1.85,1.94,1.49,1.43,1.62,3.43,2.88,3.19,3.45,3.91,3.35,4.59,3.81,5.4,4.84
g_0,1.43,1.44,2.14,1.63,1.61,1.36,2.66,2.64,2.85,3.44,3.48,4.83,4.22,3.34,3.87,3.86
