,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.44,1.17,2.22,2.13,2.13,2.06,0.64,0.58,0.41,0.41,0.54,0.41,0.31,0.42,1.19,0.32
f_1,1.82,0.44,1.79,2.02,2.01,2.28,0.41,0.73,0.41,0.37,0.92,0.34,0.21,0.41,0.36,0.39
d_1,2.34,2.45,0.42,2.44,2.16,1.8,0.54,0.35,1.13,0.32,0.33,0.41,0.25,0.35,0.34,0.16
c_1,1.79,2.05,2.59,0.41,2.36,1.58,0.62,0.68,0.23,0.95,0.41,0.46,0.3,0.33,0.42,0.32
b_1,2.36,3.08,2.71,1.12,0.38,2.29,0.66,0.72,0.48,0.92,0.48,1.23,0.36,0.52,0.45,0.47
a_1,2.56,3.04,3.12,3.58,1.26,0.32,1.22,0.85,0.65,0.55,0.61,0.77,0.52,1.32,1.04,0.43
h_1,3.2,3.72,3.11,3.41,3.68,3.08,0.32,0.96,0.73,0.68,0.75,0.69,1.19,0.6,0.55,0.44
g_1,3.85,4.38,3.32,3.61,3.38,3.84,0.66,0.31,1.07,0.85,0.7,0.8,0.39,0.9,0.68,0.9
d_0,2.13,3.66,9.66,3.94,3.48,3.37,1.21,1.19,0.41,0.81,0.76,0.79,0.77,0.71,0.75,0.64
c_0,4.42,4.02,1.97,9.41,4.11,3.58,1.25,1.17,1.18,0.37,1.0,0.86,0.52,0.71,0.63,0.62
f_0,3.64,8.53,3.89,4.09,3.69,3.66,1.2,0.74,0.93,0.73,0.34,0.95,0.67,0.69,0.81,0.34
b_0,4.36,3.98,2.66,5.87,11.06,4.67,1.11,1.44,0.94,0.43,0.74,0.35,0.69,0.89,0.64,0.5
h_0,4.81,4.5,4.04,4.73,4.47,4.13,2.08,1.47,0.94,0.96,0.97,0.83,1.11,0.78,0.78,0.61
a_0,4.6,5.56,3.85,4.59,5.86,12.65,1.35,1.32,1.26,1.09,1.13,0.5,0.82,0.35,1.32,0.65
e_0,6.93,6.57,4.34,4.46,4.97,4.78,1.32,1.12,0.98,1.08,0.46,1.23,0.85,1.11,0.32,0.62
g_0,5.28,4.98,4.57,5.97,5.71,4.61,1.2,1.84,1.13,0.96,1.12,1.05,0.58,1.33,1.06,1.3
