,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,2.41,6.46,5.73,3.93,4.13,1.07,1.17,0.95,0.92,0.83,0.84,0.66,0.74,4.33,0.63
f_1,4.76,0.44,3.82,4.57,4.14,4.76,0.9,1.86,0.71,0.7,1.01,2.38,0.39,0.92,0.72,0.75
d_1,5.28,5.23,0.42,5.1,5.1,3.98,1.61,0.68,0.71,3.55,0.77,0.93,0.61,0.93,0.78,0.43
c_1,3.97,4.82,6.17,0.41,4.89,4.71,1.22,1.64,3.24,0.48,1.07,0.88,0.63,1.02,0.82,0.69
b_1,4.09,4.13,6.25,2.58,0.39,6.78,1.61,1.79,1.53,1.22,3.58,1.12,1.17,1.12,0.91,0.67
a_1,6.53,6.76,4.41,6.02,3.38,0.33,1.7,1.77,1.38,1.47,1.59,1.33,1.16,6.21,1.38,1.12
h_1,5.0,5.42,4.84,5.16,6.08,3.69,0.35,1.69,1.0,1.02,1.08,1.22,2.33,1.13,0.88,0.91
g_1,4.96,6.73,4.58,4.62,6.49,6.11,1.21,0.33,1.19,1.17,1.19,1.55,0.64,1.17,1.26,1.59
c_0,6.35,6.49,2.68,20.27,5.17,6.04,1.57,1.79,0.45,1.79,1.14,1.03,1.08,1.05,1.18,0.78
d_0,3.31,6.54,16.7,5.21,4.99,6.42,2.02,1.81,1.33,0.47,1.06,1.08,0.93,1.29,1.03,1.12
b_0,5.66,6.57,5.13,6.48,17.11,4.14,1.83,1.47,0.66,1.34,0.4,1.21,0.75,1.19,1.24,0.68
f_0,5.47,19.7,5.22,6.42,6.3,5.48,1.52,0.8,0.93,1.13,1.25,0.39,1.02,1.38,1.57,0.64
h_0,6.26,6.99,6.09,6.8,7.98,6.27,4.44,2.1,1.29,1.24,1.58,1.17,1.98,1.32,1.13,0.86
a_0,6.38,8.15,5.02,9.5,7.89,,1.65,3.16,1.19,2.01,0.64,1.29,0.68,0.35,1.87,0.93
e_0,21.89,10.97,7.16,5.3,5.81,6.95,2.58,2.18,1.49,1.37,2.19,0.88,0.86,1.93,0.35,0.81
g_0,6.39,9.59,5.68,8.52,9.71,9.23,1.51,5.16,1.57,1.65,1.52,1.36,0.81,1.26,1.62,2.45
