,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.44,0.84,0.81,0.94,0.82,0.28,0.16,0.22,0.13,0.14,0.19,0.14,0.14,0.42,0.15
f_1,0.67,0.17,0.7,0.76,0.87,0.68,0.15,0.17,0.24,0.15,0.18,0.27,0.07,0.17,0.13,0.12
c_1,0.59,0.84,0.16,1.2,0.76,0.62,0.19,0.09,0.25,0.33,0.14,0.17,0.11,0.14,0.13,0.1
d_1,0.84,0.76,0.84,0.15,0.84,0.77,0.21,0.55,0.13,0.15,0.14,0.15,0.11,0.14,0.17,0.08
b_1,0.92,0.91,0.39,0.73,0.13,0.95,0.27,0.19,0.27,0.25,0.47,0.16,0.16,0.17,0.17,0.14
a_1,0.94,1.01,0.98,0.79,0.34,0.09,0.24,0.17,0.27,0.14,0.26,0.16,0.14,0.68,0.15,0.14
h_1,0.61,0.72,0.66,0.62,0.58,0.55,0.06,0.11,0.18,0.14,0.12,0.12,0.13,0.13,0.1,0.1
d_0,0.35,0.56,0.63,1.11,0.66,0.69,0.23,0.06,0.23,0.13,0.13,0.13,0.1,0.12,0.15,0.12
g_1,0.69,0.64,0.75,0.49,0.63,0.84,0.14,0.14,0.05,0.12,0.13,0.11,0.07,0.13,0.12,0.16
c_0,0.59,0.6,1.97,0.31,0.69,0.66,0.22,0.23,0.17,0.06,0.15,0.12,0.09,0.11,0.11,0.09
b_0,0.52,0.58,0.96,0.51,1.28,0.51,0.18,0.15,0.17,0.07,0.06,0.11,0.09,0.14,0.11,0.08
f_0,0.53,1.24,0.65,0.55,0.61,0.53,0.23,0.13,0.11,0.13,0.11,0.05,0.08,0.14,0.12,0.05
h_0,0.57,0.61,0.59,0.55,0.51,0.59,0.25,0.12,0.19,0.11,0.13,0.12,0.14,0.11,0.1,0.07
a_0,0.55,0.6,0.66,0.52,0.7,1.67,0.19,0.19,0.19,0.1,0.06,0.12,0.09,0.04,0.1,0.07
e_0,1.06,0.89,0.61,0.6,0.62,0.54,0.14,0.14,0.17,0.14,0.11,0.06,0.08,0.1,0.04,0.07
g_0,0.64,0.59,0.64,0.62,0.61,0.55,0.12,0.16,0.29,0.14,0.12,0.11,0.06,0.12,0.11,0.12
