,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.47,1.65,1.53,2.01,1.7,1.75,3.1,5.47,3.51,3.33,3.5,3.86,4.86,3.5,4.57,3.07
f_1,2.3,2.54,1.61,1.61,1.57,1.44,2.9,3.8,3.3,3.43,3.6,2.99,4.17,3.18,4.58,3.36
d_1,1.8,1.82,2.55,1.59,1.56,1.66,3.14,2.71,5.19,2.83,4.22,3.78,4.44,3.9,4.24,3.68
c_1,1.49,1.68,1.66,2.63,2.47,1.71,3.01,3.12,2.78,2.87,2.91,3.42,4.75,3.29,4.79,4.27
b_1,1.56,1.6,1.82,1.51,2.75,2.86,3.35,3.22,3.44,3.17,3.08,3.8,4.35,3.5,4.52,4.09
a_1,1.5,1.86,1.65,1.8,1.52,3.28,4.03,3.85,3.68,3.41,4.24,4.1,4.94,3.92,4.76,4.27
h_1,1.66,2.1,1.9,1.74,1.59,1.41,4.35,3.63,3.66,4.06,3.6,3.6,3.82,3.76,5.43,3.99
d_0,1.47,1.69,1.61,2.51,1.98,1.61,3.21,4.35,2.69,3.57,3.43,3.73,4.88,3.37,4.82,4.41
c_0,1.76,1.79,1.72,1.62,1.62,1.69,3.65,3.94,4.37,3.74,5.76,4.18,4.47,5.3,4.76,4.36
g_1,1.73,1.77,2.12,1.71,1.64,1.56,3.15,3.62,3.64,4.71,3.73,5.07,3.71,3.74,4.26,4.48
b_0,1.9,1.86,1.68,1.85,1.57,1.52,3.4,3.59,3.25,3.67,4.73,4.1,5.26,6.45,4.71,4.23
f_0,1.56,1.88,1.8,1.88,1.86,1.73,4.04,3.58,3.76,3.13,3.74,5.04,4.61,4.59,4.73,6.78
h_0,1.72,2.18,1.82,1.61,1.79,1.5,3.09,3.69,3.62,4.33,3.45,4.03,4.24,3.73,5.54,3.81
a_0,1.85,1.92,1.79,1.81,1.75,1.47,3.49,3.42,3.3,3.83,3.39,3.65,4.79,5.53,5.12,3.99
g_0,1.63,1.64,2.34,1.67,1.8,1.43,2.95,3.32,3.86,3.07,3.77,5.05,4.56,4.07,4.03,4.0
e_0,1.62,1.9,1.95,1.67,1.72,1.71,3.83,2.87,3.85,3.64,3.79,3.42,4.95,3.97,5.26,5.66
