,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,1.0,1.32,1.19,1.2,2.27,26.29,40.74,32.29,35.68,39.54,54.11,76.14,106.46,,176.46
f_1,1.0,1.0,1.11,1.25,1.49,3.35,17.59,26.64,24.31,36.15,42.35,,57.5,95.87,100.83,131.66
c_1,0.76,0.9,1.0,1.32,1.97,2.87,21.76,18.59,30.46,,38.22,48.6,65.1,93.53,102.87,126.88
d_1,0.84,0.8,0.76,1.0,1.57,2.63,22.67,,23.26,47.37,28.84,34.05,68.22,92.13,103.58,88.95
b_1,0.83,0.67,0.51,0.64,1.0,3.19,14.2,15.64,15.96,22.47,,31.98,50.08,75.19,86.09,82.97
a_1,0.44,0.3,0.35,0.38,0.31,1.0,8.62,8.47,9.41,14.35,15.74,15.77,25.31,,30.82,48.23
h_1,0.04,0.06,0.05,0.04,0.07,0.12,1.0,1.06,1.59,1.58,1.49,2.21,,4.6,,7.24
d_0,0.02,0.04,0.05,,0.06,0.12,0.95,1.0,1.04,1.58,1.54,1.56,2.03,3.79,3.73,4.99
g_1,0.03,0.04,0.03,0.04,0.06,0.11,0.63,0.97,1.0,1.59,1.62,2.01,1.8,,4.07,
c_0,0.03,0.03,,0.02,0.04,0.07,0.63,0.63,0.63,1.0,1.72,1.41,1.87,,2.6,3.5
b_0,0.03,0.02,0.03,0.03,,0.06,0.67,0.65,0.62,0.58,1.0,1.11,2.0,,3.1,2.9
f_0,0.02,,0.02,0.03,0.03,0.06,0.45,0.64,0.5,0.71,0.9,1.0,1.35,,,2.43
h_0,0.01,0.02,0.02,0.01,0.02,0.04,,0.49,0.55,0.53,0.5,0.74,,1.57,1.58,2.05
a_0,0.01,0.01,0.01,0.01,0.01,,0.22,0.26,,,,,0.64,1.0,,1.21
e_0,,0.01,0.01,0.01,0.01,0.03,,0.27,0.25,0.38,0.32,,0.63,,1.0,1.27
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.2,,0.29,0.34,0.41,0.49,0.82,0.79,
