,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.48,1.64,1.5,1.18,1.34,1.43,3.06,2.72,5.04,2.43,3.67,3.38,3.48,3.92,3.85,4.09
f_1,1.39,2.48,2.24,1.52,1.34,1.43,2.38,2.9,2.58,3.09,2.81,2.31,3.09,3.85,2.27,3.56
e_1,1.37,1.32,2.55,1.94,1.52,1.45,2.85,2.53,3.28,5.13,3.4,3.52,3.45,3.59,2.84,4.28
c_1,1.47,1.46,1.26,2.6,2.44,1.35,2.94,2.69,2.29,2.62,2.85,3.15,3.05,4.25,3.28,3.66
b_1,1.52,1.56,1.46,1.27,2.72,2.48,2.61,2.88,2.85,3.31,2.47,3.38,2.95,4.46,3.38,4.14
a_1,1.68,1.57,1.35,1.62,1.26,3.35,2.73,3.47,3.18,3.23,3.6,3.45,2.65,4.82,3.25,3.43
h_1,1.59,1.91,1.42,1.52,1.52,1.46,4.22,3.52,2.97,2.91,3.49,3.28,3.6,3.34,3.75,4.97
g_1,2.06,1.37,1.64,1.56,1.45,1.29,2.75,4.59,3.31,2.87,3.61,4.46,3.2,3.43,3.88,3.15
c_0,1.46,1.82,1.52,1.44,1.4,1.6,3.38,3.08,4.26,3.84,5.37,3.54,4.41,4.06,3.98,4.2
d_0,1.25,1.42,1.25,2.7,1.57,1.49,3.0,2.91,2.62,4.41,3.24,3.57,3.35,4.33,3.57,4.47
b_0,1.43,1.77,1.43,1.75,1.32,1.33,3.17,3.04,2.96,3.63,4.62,3.83,5.81,4.74,3.99,4.87
f_0,1.71,1.44,1.34,1.64,1.55,1.44,3.43,2.77,3.51,3.34,3.6,4.55,3.75,4.31,5.82,4.36
a_0,1.55,1.66,1.48,1.81,1.59,1.13,3.18,3.3,3.05,3.44,2.74,3.83,5.14,4.69,4.05,4.44
h_0,1.61,1.96,1.65,1.38,1.38,1.38,2.65,3.92,3.48,3.4,3.17,3.02,3.56,3.48,3.4,4.43
e_0,1.53,1.89,1.34,1.61,1.37,1.56,3.4,3.34,3.42,3.14,3.65,3.08,4.21,4.63,5.27,4.08
g_0,1.92,1.53,1.4,1.59,1.37,1.65,2.99,2.62,3.7,2.84,3.09,4.48,3.55,3.72,4.13,4.05
