,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.79,0.86,1.02,0.85,0.68,0.54,0.55,0.41,0.38,0.44,0.44,0.39,0.32,0.39,0.37
f_1,1.25,1.0,0.91,0.84,0.76,0.65,0.41,0.41,0.37,0.42,0.38,0.36,0.25,0.31,0.3,0.21
d_1,1.17,1.09,1.0,0.86,0.81,0.75,0.54,0.41,0.58,0.38,0.41,0.4,0.37,0.29,0.26,0.34
c_1,0.99,1.19,1.17,1.0,1.32,0.66,0.54,0.34,0.36,0.42,0.35,0.37,0.32,0.36,0.32,0.31
b_1,1.17,1.31,1.24,0.76,1.0,1.25,0.58,0.51,0.57,0.51,0.42,0.36,0.44,0.3,0.33,0.35
a_1,1.47,1.53,1.35,1.52,0.8,1.0,0.72,0.66,0.53,0.67,0.61,0.49,0.46,0.5,0.46,0.4
h_1,1.96,2.46,1.82,1.86,1.78,1.32,1.0,0.9,0.74,0.97,0.82,0.76,0.79,0.56,0.78,0.61
d_0,1.78,2.35,2.36,3.04,2.02,1.56,1.14,1.0,0.85,0.93,0.96,0.9,0.81,0.68,0.76,0.69
c_0,2.49,2.65,1.63,2.79,1.75,1.84,1.36,1.23,1.0,0.87,1.38,0.95,0.87,0.87,0.77,0.73
g_1,2.56,2.35,2.6,2.29,2.03,1.48,1.02,1.1,1.11,1.0,1.0,1.15,0.67,0.75,0.66,0.8
b_0,2.25,2.71,2.47,2.85,2.26,1.54,1.3,1.04,0.71,1.03,1.0,0.88,0.82,1.06,0.78,0.86
f_0,2.15,2.63,2.55,2.61,2.94,2.13,1.37,1.16,1.06,0.9,1.05,1.0,1.03,0.9,0.62,1.12
h_0,2.61,3.84,2.77,3.0,2.34,2.12,1.31,1.28,1.18,1.47,1.29,0.94,1.01,0.83,1.06,0.9
a_0,3.11,3.21,3.2,2.99,3.41,2.24,1.79,1.51,1.19,1.32,0.93,1.08,1.22,1.0,0.87,0.95
g_0,2.62,3.08,3.81,2.95,3.2,2.1,1.32,1.27,1.29,1.49,1.36,1.49,0.97,1.22,1.01,1.25
e_0,3.0,4.71,2.76,3.04,3.09,2.57,1.63,1.47,1.41,1.29,1.2,0.89,1.14,1.1,0.81,1.0
