,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.93,0.99,1.2,0.87,1.07,1.4,1.14,0.94,0.94,0.82,0.86,0.95,,1.04
f_1,1.3,1.0,1.23,1.2,0.72,0.83,0.92,0.84,1.03,1.37,1.01,,0.85,1.05,0.84,0.93
c_1,1.08,0.81,1.0,0.94,1.5,1.1,0.95,0.74,,1.07,0.77,0.94,1.04,1.11,1.29,1.07
d_1,1.01,0.83,1.07,1.0,1.26,0.96,0.95,,1.55,0.83,1.06,0.95,0.99,0.76,0.92,0.78
b_1,0.84,1.4,0.67,0.79,1.0,1.66,1.02,1.13,1.27,1.13,,1.13,0.96,0.97,,0.82
a_1,1.15,1.2,0.91,1.04,0.6,1.0,1.24,1.04,0.82,1.1,1.18,1.07,0.76,,,1.0
h_1,0.93,1.09,1.05,1.06,0.98,0.8,1.0,0.97,1.0,1.13,1.05,0.97,,,0.85,1.26
d_0,0.72,1.19,1.34,,0.88,0.96,1.03,1.0,0.85,0.86,1.0,1.02,1.22,0.85,1.0,1.22
c_0,0.88,0.97,,0.64,0.79,1.22,1.0,1.17,1.0,0.96,1.19,0.94,1.14,1.34,1.09,1.29
g_1,1.06,0.73,0.94,1.2,0.88,0.91,0.88,1.16,1.04,1.0,1.1,1.13,1.02,0.89,0.94,
b_0,1.06,0.99,1.3,0.95,,0.85,0.95,1.0,0.84,0.91,1.0,0.86,1.11,1.68,0.93,0.91
f_0,1.21,,1.07,1.05,0.89,0.94,1.03,0.98,1.06,0.89,1.16,1.0,1.37,,1.15,0.68
h_0,1.16,1.18,0.96,1.01,1.04,1.31,,0.82,0.87,0.98,0.9,0.73,,0.77,1.22,1.27
a_0,1.05,0.96,0.9,1.31,1.04,,,1.18,0.75,1.12,0.6,,1.3,1.0,1.0,0.88
e_0,,1.2,0.77,1.09,,,1.18,1.0,0.92,1.07,1.07,0.87,0.82,1.0,1.0,1.0
g_0,0.96,1.08,0.93,1.27,1.22,1.0,0.79,0.82,0.77,,1.1,1.47,0.79,1.13,1.0,
