,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.49,0.4,0.48,0.52,0.4,0.34,0.55,0.89,0.66,0.47,0.62,0.54,0.53,0.46,0.58,0.17
f_1,0.74,1.5,0.47,0.46,0.36,0.35,0.54,0.6,0.51,0.51,0.44,0.23,0.52,0.4,0.55,0.31
d_1,0.45,0.52,1.51,0.39,0.43,0.34,0.49,0.38,0.87,0.52,0.59,0.53,0.65,0.54,0.56,0.44
c_1,0.46,0.48,0.46,1.56,0.63,0.47,0.54,0.54,0.19,0.4,0.41,0.58,0.54,0.45,0.59,0.53
b_1,0.58,0.59,0.41,0.51,1.63,0.52,0.5,0.54,0.51,0.41,0.21,0.55,0.62,0.43,0.47,0.46
a_1,0.56,0.46,0.63,0.41,0.49,1.8,0.7,0.64,0.56,0.46,0.72,0.49,0.71,,0.55,0.47
h_1,0.74,0.97,0.82,0.69,0.57,0.44,1.66,0.7,0.86,0.99,0.86,0.81,0.53,0.62,1.1,0.71
d_0,0.63,0.8,0.43,1.25,0.71,0.58,0.98,1.46,0.95,0.83,1.05,0.81,1.13,0.71,0.91,0.78
c_0,0.77,0.85,0.76,0.59,0.66,0.52,0.95,0.92,1.49,0.91,1.55,0.9,1.08,0.97,0.97,0.91
g_1,0.76,0.75,1.06,0.77,0.62,0.5,0.74,0.85,0.92,1.76,0.8,0.96,0.89,0.76,0.63,0.75
b_0,0.62,1.07,0.83,0.87,0.34,0.47,1.06,0.92,0.86,0.95,1.55,0.92,1.14,1.22,0.81,0.8
f_0,0.67,0.55,0.96,0.78,0.73,0.74,1.03,1.02,1.03,0.95,0.98,1.6,1.17,0.77,0.92,1.69
h_0,0.79,1.04,0.8,0.82,0.81,0.62,0.55,0.84,0.97,1.02,0.89,0.71,0.64,0.75,1.23,0.75
a_0,0.81,0.98,1.07,0.7,0.68,,0.97,1.07,1.04,0.83,1.08,1.09,1.08,1.66,1.0,0.97
g_0,0.67,0.87,1.09,0.74,0.81,0.63,0.85,0.91,0.84,0.6,1.14,1.28,0.94,0.53,,0.97
e_0,0.59,0.96,1.11,0.74,0.92,0.78,1.44,1.04,0.73,0.9,0.99,0.56,0.94,0.74,0.9,1.65
