,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.67,4.41,6.46,4.82,5.03,4.88,2.55,2.69,1.92,2.58,2.15,2.35,1.76,1.54,,1.55
f_1,5.51,0.67,5.07,7.45,7.02,5.68,1.79,2.24,2.3,2.66,2.46,,1.86,1.19,1.62,1.51
d_1,6.21,5.46,0.67,5.31,4.88,6.56,2.74,1.95,2.42,,2.03,2.12,1.58,1.52,2.07,1.37
c_1,6.84,6.14,7.98,0.64,7.3,4.47,2.67,2.23,,1.44,2.5,2.24,1.89,1.61,2.4,1.88
b_1,6.4,5.12,6.07,4.0,0.62,7.59,3.5,3.11,2.51,2.16,,2.41,2.98,1.73,2.18,1.9
a_1,7.44,6.66,7.21,8.44,4.01,0.57,4.34,2.87,3.11,2.82,3.15,2.32,,3.0,,2.42
h_1,5.11,5.83,4.43,5.31,4.55,3.58,0.63,2.83,1.69,1.94,1.72,1.48,1.47,,1.32,1.21
g_1,6.07,6.27,5.44,5.46,5.08,6.17,1.76,0.6,1.67,1.65,1.53,2.83,1.76,1.28,1.78,
c_0,5.03,4.42,3.26,,5.31,3.88,2.11,2.17,0.7,1.78,2.45,2.1,1.65,1.52,1.92,1.03
d_0,2.82,4.88,,4.66,5.37,4.36,2.07,2.26,2.07,0.7,2.04,1.81,2.12,1.29,1.6,1.99
b_0,5.28,4.65,5.05,4.54,,4.2,2.01,3.07,1.16,1.78,0.69,1.66,2.75,1.81,1.82,1.44
f_0,5.4,,4.89,4.64,5.26,6.45,2.56,1.47,1.78,1.75,1.89,0.67,1.73,2.28,,1.07
a_0,6.99,5.89,6.26,8.31,6.34,,2.4,3.3,2.74,1.98,1.06,2.29,0.63,1.32,,1.36
h_0,5.71,5.44,5.47,4.55,4.08,3.78,,1.96,1.81,1.51,1.43,1.26,1.67,,1.18,1.78
e_0,,7.82,6.53,5.72,6.99,,2.86,2.49,2.17,2.26,1.95,,,2.39,0.59,1.7
g_0,6.61,5.73,5.64,5.2,4.57,4.62,2.59,,1.65,2.03,1.53,1.84,1.99,1.02,1.8,
