,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.89,0.36,0.18,0.14,0.14,0.09,0.15,0.12,0.14,0.15,0.13,0.06,0.16,0.1,0.11,0.05
e_1,0.22,0.88,0.17,0.21,0.16,0.12,0.15,0.12,0.17,0.32,0.13,0.14,0.17,0.1,0.14,0.04
d_1,0.25,0.17,0.89,0.14,0.14,0.1,0.17,0.17,0.32,0.08,0.18,0.13,0.16,0.1,0.14,0.1
c_1,0.2,0.16,0.2,0.89,0.28,0.08,0.14,0.1,0.05,0.15,0.11,0.15,0.1,0.08,0.13,0.09
b_1,0.17,0.19,0.19,0.17,0.88,0.19,0.18,0.12,0.17,0.14,0.07,0.13,0.18,0.07,0.12,0.09
a_1,0.24,0.17,0.2,0.17,0.14,0.87,0.16,0.13,0.15,0.17,0.19,0.17,0.19,0.05,0.13,0.12
h_1,0.33,0.18,0.28,0.2,0.16,0.11,0.55,0.22,0.22,0.19,0.19,0.15,0.12,0.12,0.25,0.13
g_1,0.17,0.21,0.39,0.21,0.18,0.11,0.19,0.56,0.21,0.15,0.2,0.26,0.18,0.12,0.11,0.12
c_0,0.25,0.22,0.26,0.11,0.15,0.17,0.22,0.19,0.42,0.21,0.37,0.24,0.21,0.15,0.19,0.14
d_0,0.22,0.23,0.11,0.45,0.2,0.12,0.18,0.19,0.15,0.39,0.18,0.18,0.17,0.11,0.15,0.13
b_0,0.26,0.2,0.23,0.23,0.11,0.13,0.21,0.22,0.22,0.2,0.44,0.2,0.21,0.29,0.19,0.16
f_0,0.12,0.17,0.24,0.23,0.19,0.18,0.25,0.18,0.21,0.22,0.22,0.42,0.21,0.15,0.18,0.31
h_0,0.34,0.21,0.25,0.2,0.18,0.14,0.13,0.22,0.21,0.2,0.18,0.19,0.11,0.16,0.23,0.09
a_0,0.22,0.22,0.3,0.21,0.19,0.07,0.25,0.21,0.2,0.18,0.21,0.2,0.24,0.4,0.2,0.11
g_0,0.2,0.2,0.36,0.2,0.17,0.14,0.23,0.13,0.21,0.19,0.18,0.26,0.19,0.14,0.1,0.16
e_0,0.25,0.1,0.26,0.26,0.19,0.14,0.23,0.2,0.2,0.2,0.18,0.2,0.24,0.14,0.15,0.39
