,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,0.94,0.98,0.83,0.72,0.58,0.58,0.55,0.6,0.62,0.46,0.46,0.59,0.45,0.66
e_1,0.77,1.0,1.02,1.18,0.93,0.85,0.72,0.74,0.6,0.93,0.69,0.69,0.65,0.57,0.61,0.54
d_1,1.06,0.98,1.0,0.85,1.04,0.78,0.7,0.63,0.85,0.64,0.65,0.69,0.62,0.63,0.6,0.46
c_1,1.02,0.84,1.17,1.0,1.36,0.72,0.86,0.72,0.6,0.49,0.59,0.63,0.56,0.55,0.58,0.54
b_1,1.21,1.08,0.95,0.74,1.0,1.56,0.76,0.7,0.73,0.68,0.71,0.62,0.57,0.55,0.61,0.53
a_1,1.41,1.17,1.3,1.38,0.64,1.0,0.8,0.76,0.85,0.84,0.83,0.69,0.93,0.84,0.65,0.52
h_1,1.73,1.36,1.44,1.17,1.34,1.16,1.0,1.04,0.9,1.04,0.78,0.81,0.87,0.72,0.7,0.92
g_1,1.63,1.39,1.64,1.37,1.49,1.27,0.94,1.0,0.97,0.9,1.01,1.18,0.83,0.93,0.68,0.81
c_0,1.87,1.62,1.15,1.61,1.36,1.18,1.07,0.98,1.0,1.17,1.25,0.91,0.93,0.98,0.79,0.84
d_0,1.6,1.09,1.42,2.04,1.44,1.23,0.97,1.17,0.81,1.0,1.04,0.96,1.08,0.91,0.84,0.94
b_0,1.73,1.4,1.52,1.89,1.46,1.15,1.26,0.99,0.79,0.91,1.0,0.95,0.97,1.28,0.92,0.93
f_0,2.15,1.41,1.47,1.6,1.64,1.35,1.32,0.82,1.13,1.07,1.06,1.0,1.09,0.84,1.24,0.74
h_0,2.08,1.54,1.65,1.91,1.67,1.12,1.14,1.22,1.14,0.92,0.98,0.89,0.99,0.95,1.01,1.14
a_0,1.64,1.71,1.63,1.78,1.88,1.5,1.41,1.07,1.04,1.04,0.77,1.15,1.0,1.0,0.95,1.08
e_0,2.35,1.75,1.61,1.79,1.5,1.48,1.42,1.38,1.3,1.13,1.1,0.8,1.0,1.07,1.0,0.93
g_0,1.58,1.81,2.1,1.92,1.85,2.02,1.11,1.27,1.21,1.06,1.1,1.37,0.83,0.87,1.08,1.0
