,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.87,1.12,1.52,1.46,2.96,19.96,28.0,40.56,33.34,51.16,48.91,76.01,93.85,105.39,146.55
f_1,1.14,1.0,1.09,1.33,1.23,2.39,15.42,25.45,29.85,35.15,42.11,44.46,62.06,87.77,84.64,110.78
d_1,0.9,0.93,1.0,0.94,1.07,2.28,15.04,18.39,25.84,38.74,36.26,41.72,59.7,82.76,80.93,84.21
c_1,0.65,0.74,1.03,1.0,1.36,2.28,13.33,18.61,18.13,25.38,32.19,27.8,58.32,70.26,82.51,97.38
b_1,0.68,0.83,0.91,0.77,1.0,2.96,13.81,18.6,21.48,29.38,34.09,32.97,54.18,61.35,88.38,92.89
a_1,0.35,0.41,0.44,0.43,0.34,1.0,6.6,10.66,10.42,13.35,15.55,19.91,29.44,37.01,42.02,38.45
h_1,0.05,0.06,0.07,0.08,0.07,0.15,1.0,1.43,1.77,1.75,2.26,2.51,4.12,5.07,5.6,8.53
g_1,0.04,0.04,0.05,0.05,0.05,0.1,0.68,1.0,1.13,1.46,2.06,1.58,2.29,3.34,4.22,4.97
d_0,0.02,0.03,0.04,0.06,0.05,0.1,0.6,0.87,1.0,0.99,1.51,1.41,2.41,2.9,3.41,4.62
c_0,0.03,0.03,0.03,0.04,0.04,0.07,0.57,0.75,0.98,1.0,1.37,1.69,2.08,3.01,2.66,3.49
f_0,0.02,0.02,0.03,0.03,0.03,0.06,0.43,0.5,0.66,0.73,1.0,0.97,1.71,2.0,3.41,2.51
b_0,0.02,0.02,0.02,0.04,0.03,0.05,0.41,0.67,0.71,0.59,1.07,1.0,1.64,2.95,2.21,2.73
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.24,0.44,0.43,0.47,0.59,0.6,1.0,1.41,1.32,1.96
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.3,0.32,0.35,0.51,0.35,0.69,1.0,1.13,1.49
e_0,0.01,0.01,0.01,0.01,0.01,0.02,0.18,0.22,0.32,0.36,0.33,0.46,0.78,0.84,1.0,1.04
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.11,0.2,0.22,0.29,0.4,0.36,0.53,0.67,0.96,1.0
