,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.76,2.79,1.34,1.31,1.41,1.32,5.09,4.45,6.43,7.09,7.59,3.14,11.18,6.18,5.2,8.84
e_1,1.73,5.85,1.33,1.76,1.44,1.49,6.0,4.7,13.11,7.44,6.55,7.28,9.62,8.02,3.99,11.11
d_1,1.72,1.33,6.56,1.25,1.4,1.42,5.9,5.94,3.86,13.84,9.54,7.95,11.73,8.73,9.52,12.69
c_1,1.46,1.26,1.41,6.66,2.84,1.49,5.31,6.37,7.17,2.61,4.81,6.71,10.16,7.16,7.76,9.21
b_1,1.45,1.32,1.53,1.74,7.42,3.12,4.95,5.37,7.28,6.59,3.4,8.4,12.16,6.1,7.08,9.55
a_1,1.72,1.44,1.78,1.81,1.24,11.22,5.6,5.35,7.44,6.82,7.11,8.58,10.93,4.91,8.04,11.47
h_1,2.53,1.78,2.18,1.78,1.74,1.38,16.2,9.01,7.93,9.47,8.67,9.65,7.43,7.29,10.37,17.4
g_1,1.34,1.29,3.41,1.86,2.12,1.46,6.94,20.4,6.33,8.35,8.72,13.59,11.82,9.85,10.75,9.63
d_0,1.88,1.68,1.13,3.6,1.95,1.91,7.28,6.5,15.8,5.77,7.17,9.33,12.2,9.1,9.09,12.87
c_0,2.14,2.02,2.36,1.2,1.28,1.62,6.86,8.18,7.85,16.92,18.13,8.38,15.48,13.07,8.55,15.7
b_0,1.81,2.1,2.24,1.94,1.03,1.41,6.88,7.21,9.86,10.29,18.94,8.88,13.38,22.88,8.81,15.92
f_0,1.06,1.33,2.3,2.28,2.1,2.18,7.52,7.83,8.51,7.68,8.07,21.73,14.07,11.74,23.4,17.26
h_0,2.48,1.76,2.16,1.72,1.7,1.8,4.76,9.64,7.46,8.36,9.07,10.39,8.24,8.88,10.78,19.78
a_0,2.02,1.71,1.92,1.94,2.18,1.33,7.81,7.2,10.34,8.35,10.56,8.58,15.19,24.29,12.36,15.49
e_0,1.94,1.02,1.97,1.9,2.35,2.11,7.63,8.37,7.42,9.43,8.92,11.01,17.66,9.89,26.77,15.39
g_0,1.61,1.77,2.88,2.0,1.61,1.66,6.16,6.08,7.65,8.03,11.41,14.97,14.23,9.61,12.19,9.02
