,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,47.2,93.58,106.29,95.32,120.06,19.27,16.14,18.29,27.48,15.89,15.26,12.69,12.45,,12.33
f_1,80.0,1.16,76.57,91.53,76.26,68.03,16.81,18.76,18.29,27.48,16.32,,9.44,16.78,16.14,13.88
c_1,108.24,99.64,1.15,117.68,98.85,68.03,25.48,8.36,,28.73,17.76,16.22,13.53,20.32,20.88,12.33
d_1,147.2,91.97,99.09,1.15,92.03,85.04,23.24,,16.41,15.8,16.78,30.53,11.28,22.71,25.36,6.17
b_1,122.67,115.71,60.16,99.85,1.15,145.79,32.92,27.76,32.0,35.11,,22.57,11.6,,27.31,15.14
a_1,167.27,128.11,140.38,205.94,65.1,1.15,39.5,33.05,25.6,48.62,50.33,37.07,29.0,,,25.62
h_1,115.0,123.69,112.3,91.53,102.65,97.19,2.0,21.03,20.65,23.41,22.37,14.42,,16.08,19.72,13.32
d_0,49.73,87.49,88.66,,106.76,75.59,22.57,3.17,15.24,24.31,15.1,18.54,10.41,21.44,16.14,16.65
c_0,85.58,87.49,,53.15,127.1,68.03,28.21,18.76,3.06,33.26,23.23,17.9,13.1,16.78,16.14,17.53
g_1,153.33,149.46,120.32,106.29,121.32,157.0,31.6,31.55,30.48,2.0,27.45,27.32,13.1,29.69,16.9,
b_0,85.58,99.64,177.32,99.85,,170.08,39.5,17.79,10.49,39.5,2.89,19.96,14.5,18.38,20.88,13.88
f_0,108.24,,99.09,109.83,116.04,127.56,37.62,24.79,20.65,16.21,40.27,3.04,22.56,21.44,19.72,14.48
h_0,118.71,99.64,84.22,96.91,92.03,120.06,,15.42,20.65,33.26,18.88,23.59,,19.3,17.75,11.1
a_0,153.33,179.35,160.43,137.29,,,35.91,30.17,45.71,37.18,20.13,28.83,23.88,3.04,27.31,
e_0,,179.35,177.32,164.75,148.28,,37.62,38.56,35.56,45.14,35.53,19.96,22.56,35.09,3.14,22.2
g_0,118.71,143.48,124.78,137.29,102.65,136.07,30.38,33.05,23.7,,20.83,21.62,11.94,,23.67,
