,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,1.0,1.26,0.9,0.86,0.91,0.7,0.47,0.48,0.47,0.36,0.4,0.39,0.32,0.26,0.32,0.27
e_1,0.8,1.0,1.11,0.94,0.84,0.71,0.48,0.44,0.57,0.42,0.46,0.39,0.38,0.36,0.33,0.32
c_1,1.11,0.9,1.0,1.03,1.17,0.6,0.5,0.5,0.33,0.4,0.4,0.29,0.41,0.39,0.31,0.39
d_1,1.16,1.06,0.97,1.0,1.02,0.59,0.52,0.37,0.52,0.62,0.38,0.36,0.39,0.33,0.27,0.28
b_1,1.09,1.19,0.85,0.98,1.0,1.27,0.59,0.48,0.49,0.55,0.43,0.44,0.38,0.36,0.38,0.33
a_1,1.43,1.4,1.68,1.7,0.78,1.0,0.64,0.65,0.55,0.51,0.62,0.7,0.54,0.61,0.43,0.39
h_1,2.15,2.06,1.99,1.95,1.72,1.59,1.0,1.13,0.83,0.83,0.99,0.8,0.66,0.75,0.58,0.8
g_1,2.18,2.14,1.99,2.83,2.03,1.5,0.87,1.0,0.95,0.91,1.31,0.94,0.6,0.62,0.78,0.86
d_0,2.16,1.75,3.04,1.92,2.18,1.89,1.19,0.98,1.0,0.85,0.95,0.9,0.79,0.76,0.96,0.83
c_0,2.82,2.41,2.65,1.72,1.86,2.04,1.22,1.12,1.14,1.0,1.07,1.39,0.96,0.72,0.9,0.92
f_0,2.36,2.08,2.53,2.57,2.35,1.65,1.03,0.74,1.08,0.92,1.0,1.14,0.93,0.99,0.76,0.6
b_0,2.72,2.5,3.52,2.68,2.05,1.4,1.29,1.11,1.1,0.67,0.85,1.0,1.0,0.67,1.3,0.79
h_0,3.18,2.54,2.58,2.61,2.62,1.86,1.51,1.64,1.23,1.02,1.07,0.97,1.0,0.97,0.96,1.07
e_0,4.13,2.55,2.63,3.17,2.6,1.57,1.35,1.6,1.17,1.33,0.88,1.64,1.0,1.0,1.12,0.91
a_0,3.04,2.91,3.48,3.69,2.47,2.13,1.72,1.19,0.98,1.22,1.27,0.81,1.01,0.83,1.0,1.07
g_0,3.57,2.96,2.65,3.48,2.95,2.47,1.26,1.16,1.27,1.06,1.58,1.26,0.92,1.1,0.92,1.0
