,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.54,2.46,2.74,2.39,2.45,0.71,0.75,0.59,0.46,0.48,0.56,0.35,0.46,0.64,0.34
f_1,2.35,1.08,2.01,2.44,2.36,2.03,0.48,0.74,0.52,0.43,0.41,0.6,0.25,0.43,0.45,0.34
d_1,2.8,2.79,1.09,2.9,2.4,2.15,0.68,0.44,0.75,0.54,0.56,0.49,0.37,0.45,0.42,0.24
c_1,2.24,2.79,3.43,1.09,2.71,2.47,0.72,0.87,0.34,0.64,0.59,0.51,0.4,0.48,0.48,0.43
b_1,3.11,3.16,3.45,1.64,1.11,2.71,0.89,1.06,0.61,0.92,0.88,0.6,0.48,0.67,0.58,0.42
a_1,4.29,6.05,4.54,3.96,2.46,1.13,1.38,1.12,1.0,0.96,1.3,0.89,0.59,1.27,0.93,0.64
h_1,9.41,11.21,8.48,10.85,9.05,7.71,1.55,2.52,2.04,1.87,1.92,1.86,1.79,1.65,1.66,1.34
g_1,12.67,11.49,9.64,11.65,11.09,9.06,2.52,1.56,2.79,2.18,2.3,1.95,1.3,2.26,1.59,1.86
d_0,7.16,10.98,15.03,12.24,12.16,12.12,3.96,4.05,1.81,2.36,2.41,2.37,1.89,2.29,2.45,2.05
c_0,14.35,13.37,7.72,18.62,12.27,10.79,3.92,2.99,4.26,1.81,2.8,2.88,1.86,2.4,2.73,1.66
b_0,13.76,15.01,11.17,21.7,17.13,12.5,4.12,3.45,3.49,1.7,1.82,2.37,2.2,2.72,2.75,1.88
f_0,14.69,20.9,14.96,16.65,16.45,12.12,4.51,3.0,3.29,3.01,3.0,1.96,2.46,3.51,3.04,1.64
h_0,16.92,18.39,17.68,18.62,16.93,15.8,5.75,5.51,3.73,3.98,3.66,3.28,3.13,3.62,3.38,2.5
a_0,21.44,23.58,18.47,21.55,21.44,25.65,5.91,6.36,4.88,3.81,2.55,4.22,3.0,2.17,4.01,2.9
e_0,25.61,29.19,21.33,22.15,20.98,19.55,6.23,6.03,4.37,4.69,4.69,2.3,3.23,4.47,2.21,2.64
g_0,23.34,24.68,22.96,25.79,20.83,22.97,4.83,7.69,5.42,5.11,5.6,4.18,3.04,5.03,4.06,4.18
