,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.44,2.2,1.38,1.57,1.31,1.25,2.5,2.68,2.82,2.94,3.0,2.44,3.59,3.18,2.54,3.98
e_1,1.37,2.45,1.36,1.66,1.59,1.37,3.28,2.95,4.9,3.2,3.43,3.65,4.22,3.51,2.92,4.31
d_1,1.49,1.5,2.54,1.3,1.41,1.5,2.79,2.9,2.66,4.8,3.66,3.38,4.22,3.39,3.48,3.93
c_1,1.52,1.38,1.51,2.6,2.43,1.43,2.56,2.44,2.52,2.2,2.04,2.95,3.82,2.92,2.8,3.6
b_1,1.6,1.27,1.47,1.3,2.83,2.71,3.25,2.68,3.33,3.03,2.82,3.31,3.7,2.63,3.32,4.19
a_1,1.73,1.55,1.5,1.55,1.14,3.36,3.22,3.02,3.45,3.26,3.47,3.24,4.04,3.27,3.79,3.77
h_1,2.05,1.37,1.68,1.51,1.34,1.42,4.1,4.01,3.43,2.97,3.37,3.27,3.82,3.05,3.73,4.96
g_1,1.54,1.32,2.04,1.65,1.39,1.49,2.45,4.52,2.96,3.2,3.4,4.42,4.15,3.45,3.35,3.75
d_0,1.65,1.25,1.27,2.62,1.69,1.42,2.93,3.03,4.25,2.41,3.31,3.37,4.28,3.72,3.81,4.39
c_0,1.67,1.43,1.57,1.46,1.3,1.32,3.23,3.66,4.08,4.4,5.89,3.72,4.96,4.75,3.81,4.79
b_0,1.72,1.51,1.58,1.92,1.15,1.14,3.08,3.15,3.59,2.88,4.54,3.62,4.56,6.74,4.06,4.33
f_0,1.44,1.14,1.73,1.83,1.65,1.47,3.2,2.76,3.84,3.27,3.56,4.75,4.78,3.84,6.23,4.05
h_0,1.9,1.48,1.73,1.6,1.49,1.41,2.46,3.43,3.39,3.07,3.28,2.96,3.71,3.67,3.25,4.89
a_0,1.66,1.5,1.78,1.79,1.67,1.07,3.03,3.11,3.33,2.93,2.84,3.86,4.95,5.11,4.19,4.66
e_0,1.79,1.32,1.6,1.7,1.52,1.52,2.85,3.18,3.26,3.61,3.3,2.89,4.99,3.71,5.45,4.44
g_0,1.41,1.34,2.17,1.71,1.46,1.49,2.7,2.91,3.11,3.19,3.42,4.86,3.76,3.55,3.84,3.63
