,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8188.43,4408.68,4173.16,4587.41,5262.42,20431.85,3040160.74,9917396.78,10867312.33,9240956.19,19762929.74,10892792.48,83025728.65,86500213.73,130487119.95,193657507.76
e_1,2330.87,11324.16,3790.67,4706.57,5698.02,32961.44,3345026.34,17834792.62,9739581.29,8046378.23,23774484.84,33973390.53,100372430.36,86120591.15,93867425.64,228238938.69
d_1,1992.09,2566.97,23499.21,3716.56,5688.89,25249.32,3047103.52,4489920.2,22649018.19,8979480.49,21704479.55,47693389.96,93349430.18,118030416.77,171332089.85,266422160.11
c_1,1808.09,2245.51,4684.91,23611.03,10609.81,28805.67,3000237.87,8768209.29,3419033.32,8287237.43,14405772.15,32611413.88,77661972.98,94580179.86,170593791.93,210378864.44
b_1,1678.04,2525.32,3544.22,4845.37,31253.66,57871.45,4087258.85,10535769.23,9288247.35,8911979.95,8989588.83,42883883.73,91208390.76,54862409.17,151283412.67,252966235.17
a_1,1944.79,2439.61,6012.24,4776.1,4440.87,244805.84,3477466.2,10191514.71,9688889.84,11239469.33,15445312.97,38289641.37,86057490.72,32568146.16,200107904.03,212568202.4
h_1,3404.05,2185.78,6208.18,5855.2,5670.88,31290.0,11650871.61,11418904.1,12056141.96,14579550.73,23935765.3,37587592.95,44559334.71,132176796.8,199922772.2,361434362.5
d_0,2468.03,2374.71,2940.63,11372.52,6528.04,34453.47,4871088.44,25500594.97,10334573.72,12341088.98,21452615.24,43088377.28,112421591.55,112342746.97,202314269.21,254375175.88
c_0,2962.07,3350.14,5772.65,3905.46,4669.33,36965.44,4436613.95,10175883.55,29643990.63,12283793.26,47253437.15,45363548.31,109455868.59,156354608.91,244599418.34,304521385.17
g_1,1896.78,2754.31,9194.06,6240.26,5697.19,24083.95,3602739.5,12063047.41,11298532.35,40555000.31,25378951.15,74116976.63,101003773.66,81685260.42,213587706.37,152295297.29
b_0,2824.76,2496.76,7216.13,6736.03,2347.65,29345.51,4462984.3,15684066.88,12737592.87,10741867.94,54893168.95,36522070.41,105593892.8,250900625.39,204918800.04,274054752.54
f_0,1554.61,1899.13,7503.57,7205.91,6993.49,30821.75,5635242.23,11547112.59,17755235.95,11780655.31,26516914.02,119340142.08,108483401.38,127768391.05,439020947.45,341880368.66
h_0,3602.33,2825.5,6229.38,5064.31,6362.22,46493.02,1835329.38,11256991.25,11522858.27,15036587.34,24059045.2,42432923.46,59578262.81,78297392.48,181712334.38,374304878.13
a_0,2822.46,2874.88,6304.36,6375.33,6156.53,10751.26,5253750.79,11877936.71,16592533.59,12138347.19,28023686.57,40676806.19,111098984.59,336490348.14,179285372.25,290828189.2
e_0,2245.03,1577.92,6470.44,6700.95,6871.77,42037.44,5856859.94,12240445.16,15901178.03,10687435.37,26540079.64,38571603.06,112553852.25,115320367.66,623688988.73,376922565.84
g_0,2367.15,2154.13,10586.48,5471.78,5236.69,42286.18,4093053.16,8922372.34,14795622.75,7679053.31,32036545.83,66042276.43,105569861.42,105691382.32,243692846.59,197586710.49
