,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,101.46,30.36,37.86,52.14,77.04,262.98,6637.03,8758.18,19189.58,11680.22,24600.99,21206.02,52115.51,79334.25,49709.3,125025.78
f_1,46.89,104.05,37.36,52.2,67.86,222.81,5674.0,8791.55,12122.98,14729.52,8200.16,21505.71,54799.54,56647.32,58484.77,135863.78
d_1,29.34,32.96,121.92,41.01,73.53,174.88,6384.09,8326.82,5575.65,22204.25,16456.13,27877.38,55920.21,72560.17,63364.16,105733.42
c_1,27.22,28.58,33.04,144.2,126.83,144.95,5186.38,8586.23,8460.07,5425.04,18819.6,15869.2,47482.37,55291.46,63276.57,93609.47
b_1,24.49,26.04,27.43,27.38,215.82,306.49,4291.89,7460.58,9469.72,10971.89,16840.81,6161.63,44750.74,49016.93,48873.68,92347.05
a_1,15.59,15.97,23.67,35.2,34.33,511.36,3367.8,3765.49,7734.66,8328.86,12093.33,11430.55,31268.54,17096.63,40554.8,68883.38
h_1,8.25,12.49,12.3,14.26,23.66,48.65,3590.11,3404.19,3031.15,3296.23,6212.31,6108.61,10686.48,21141.96,20012.89,35069.19
g_1,8.5,7.06,14.04,11.43,18.51,60.18,1278.9,4877.7,3203.68,3809.32,7302.44,5191.97,12060.65,22958.34,22697.48,23125.05
d_0,6.68,8.65,5.17,21.75,19.06,48.83,1573.19,1423.46,4741.67,2630.34,4337.21,4650.89,16563.78,17093.57,17591.74,26769.49
c_0,8.3,8.66,9.53,7.38,11.96,57.62,1601.5,1833.47,3189.1,5581.55,5632.48,8422.58,13506.46,14061.96,17555.09,35164.56
f_0,5.54,4.61,10.74,10.81,16.52,44.94,1176.24,1774.73,2568.78,2484.88,7748.67,5317.54,11859.91,12525.52,29720.74,21376.85
b_0,6.42,8.58,7.16,10.24,10.05,39.39,1271.22,1729.86,2427.7,2394.78,3900.97,8095.99,13752.18,23507.97,11503.64,25741.56
h_0,4.92,6.52,7.23,8.01,12.21,27.35,414.87,1622.92,1350.68,2062.19,2837.81,2829.8,5812.08,8950.01,8892.51,22148.61
a_0,4.17,5.2,6.22,7.63,10.77,,871.09,933.13,1634.15,2137.16,3234.91,2916.21,9580.2,18994.34,10744.18,11628.02
e_0,1.69,6.02,6.26,7.0,12.91,21.48,1007.52,1194.07,1571.0,2240.88,2272.89,3767.48,8299.93,8038.83,20844.28,17262.99
g_0,3.62,3.03,7.56,6.05,7.57,25.44,833.31,708.8,1301.65,1305.0,3819.66,2559.2,6884.48,9355.6,9722.57,9206.79
