,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,10632.23,2910.96,3233.61,7006.83,10371.31,21297.0,3697311.83,9352907.44,25758142.39,12365402.65,27071479.88,27714907.9,102893089.6,64893461.92,238423277.13,185501026.38
f_1,4827.81,11110.54,3679.26,4702.54,8300.85,24653.41,3262442.84,8756342.43,13164010.89,12825023.48,10881103.91,24099902.86,94864013.68,86626289.44,173327206.71,144782797.33
d_1,2485.92,3220.84,16736.29,4366.11,9557.61,27792.8,3699864.56,8911152.92,6292600.17,25926329.94,22734264.14,29054491.77,112090816.09,119244779.07,217053405.68,153062592.51
c_1,2354.75,3076.47,3555.91,23106.52,19903.85,27406.45,3728494.56,7907074.16,12711775.94,5154603.3,21075135.35,17828804.09,103747417.78,105019514.16,215044481.35,157449918.18
b_1,2552.76,2650.21,3714.36,4940.79,54599.4,53590.65,4084052.62,9403492.44,12078404.36,12312179.93,24103518.46,9221059.56,87036685.82,146552525.53,201661989.81,154436681.13
a_1,2734.39,2890.62,5016.49,5175.56,10105.87,181459.75,4067168.12,9780374.7,11972363.52,13824441.85,22518778.02,21372368.4,111550401.86,107087284.69,212363465.81,63384810.66
h_1,2938.24,5116.78,4888.6,6733.5,10777.08,31617.8,11197499.66,16002133.74,17197475.58,15887191.73,24215556.04,29071646.0,75385836.22,161601137.15,302756550.22,178351434.84
g_1,3276.44,2968.3,7219.87,5722.24,8889.7,37495.11,4615084.27,33606919.17,13355382.02,16745594.38,39371742.88,30792136.22,93057720.74,147048584.72,187903710.79,210315856.67
d_0,3367.17,3832.19,2549.66,13081.56,13798.97,30890.44,3586807.99,10959922.95,28717390.43,10557864.13,28754747.32,25360759.52,119737759.2,121776874.25,267063146.4,197745095.48
c_0,3568.47,3565.27,6531.72,3800.45,9516.53,35030.39,4209311.86,13078227.38,16892582.61,30406648.69,33684132.57,59923210.55,115850169.62,167259803.19,265008814.51,266725942.74
f_0,2968.5,2548.23,5268.9,7997.44,14023.93,30194.76,4910117.12,9995056.08,18935501.48,16282119.11,60534410.31,34611360.53,113689790.31,310069856.83,300387370.29,215388351.43
b_0,3191.83,3613.6,6395.81,6651.96,7856.67,22958.61,4963485.98,13065376.19,16941688.95,17432752.4,31047484.65,68112350.64,133805408.96,172309670.76,281873446.11,532061573.83
h_0,3164.7,4320.38,5765.72,6560.42,11066.24,34657.89,2872519.48,15378197.34,16999129.86,15110337.65,25108585.06,30782118.6,78821770.47,113740973.52,358330139.09,215960680.07
e_0,1548.81,4227.7,5479.66,8058.26,12242.62,37194.91,4917348.25,12627799.88,14297107.68,17156529.21,31290043.12,34190736.36,136875549.95,384946664.17,260803853.91,186823128.0
g_0,2816.34,2865.15,8247.24,6591.32,11199.82,31136.16,4884083.26,7837495.52,14528091.59,16248523.49,47228499.63,29663717.78,111213217.36,191266158.17,219453003.31,203996284.61
a_0,2914.42,4166.19,6366.2,7186.04,13393.64,17102.38,5489452.09,11768357.97,16618860.2,12513024.15,30808657.84,30755427.8,132466015.47,130417000.53,273910919.39,604646932.78
