,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,1.14,0.91,0.89,0.7,0.52,0.57,0.41,0.36,0.4,0.45,0.38,0.34,0.36,0.35
f_1,1.28,1.0,0.92,0.94,0.85,0.6,0.37,0.44,0.45,0.4,0.43,0.34,0.27,0.33,0.25,0.33
c_1,0.88,1.09,1.0,1.17,1.29,0.64,0.44,0.31,0.43,0.31,0.3,0.38,0.36,0.32,0.31,0.32
d_1,1.1,1.06,0.85,1.0,0.99,0.76,0.48,0.55,0.39,0.59,0.45,0.41,0.35,0.37,0.37,0.27
b_1,1.13,1.17,0.78,1.02,1.0,1.38,0.59,0.48,0.53,0.56,0.48,0.42,0.49,0.35,0.4,0.39
a_1,1.41,1.66,1.54,1.32,0.73,1.0,0.71,0.59,0.58,0.51,0.73,0.52,0.51,0.53,0.48,0.47
h_1,1.91,2.7,2.3,2.07,1.77,1.38,1.0,0.75,0.98,0.75,0.84,0.66,0.78,0.66,0.67,0.82
d_0,1.71,2.13,3.14,1.76,2.2,1.76,1.27,1.0,1.06,0.75,0.89,0.86,0.88,0.66,0.83,0.76
g_1,2.32,2.14,2.3,2.67,1.96,1.71,1.0,0.91,1.0,0.92,0.97,1.03,0.69,0.71,0.76,0.72
c_0,2.81,2.41,3.2,1.73,1.81,1.81,1.33,1.38,1.07,1.0,1.32,0.86,0.84,0.82,0.74,0.74
b_0,2.4,2.24,3.2,2.28,2.14,1.47,1.19,1.13,1.01,0.73,1.0,0.87,0.82,1.21,0.86,0.8
f_0,2.31,3.05,2.63,2.4,2.29,1.92,1.55,1.14,0.96,1.2,1.11,1.0,0.94,0.9,1.35,0.69
h_0,2.62,3.67,2.75,2.85,2.04,1.86,1.3,1.13,1.47,1.17,1.19,1.1,1.0,0.97,0.92,0.95
a_0,2.96,2.89,3.01,2.91,2.87,1.98,1.47,1.48,1.34,1.17,0.84,1.07,0.98,1.0,0.99,0.94
e_0,3.0,4.1,3.23,2.87,2.52,1.98,1.49,1.26,1.34,1.33,1.15,0.76,1.12,0.94,1.0,0.94
g_0,2.87,3.12,2.98,3.86,2.54,2.14,1.24,1.3,1.38,1.35,1.27,1.4,1.02,1.07,1.07,1.0
