,e_1,f_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,93.99,65.01,79.04,161.77,208.5,347.72,11571.24,19051.95,21347.1,40811.3,31679.97,44944.11,108007.56,90928.23,104717.37,189741.43
f_1,80.03,107.72,69.13,129.9,182.1,349.43,8466.97,16927.16,17548.4,24948.62,28809.74,28619.9,91053.03,78172.05,78501.99,149607.54
d_1,51.93,65.99,122.76,96.07,184.64,349.37,10155.11,28044.18,18656.48,20484.61,30356.89,38132.61,96243.76,84317.09,130429.16,149262.72
c_1,41.79,49.26,64.42,185.12,249.74,279.83,7911.53,11051.29,18070.68,16812.32,22318.52,31114.21,74388.03,55842.48,84303.16,126253.71
b_1,34.71,48.54,53.8,79.39,265.66,421.74,7181.77,11918.41,13730.68,16190.41,15237.39,25453.26,69000.23,46873.86,80239.39,114854.51
a_1,32.32,38.09,44.45,75.01,90.76,436.37,6318.97,11332.21,13616.94,13052.32,19979.12,26955.92,66391.11,49055.66,77368.97,102448.16
h_1,11.64,20.52,19.08,29.15,45.4,72.93,3477.63,4415.02,6264.79,5977.82,7528.07,9770.87,19824.36,20530.42,29453.24,48510.56
c_0,11.23,14.71,14.37,23.71,36.66,69.94,2391.37,5084.7,4778.41,5848.68,10006.61,8785.01,22010.82,21684.46,25106.55,36929.61
g_1,9.43,12.39,19.58,20.49,41.02,64.47,1691.93,3652.9,6153.08,4251.98,5917.92,9502.7,15378.68,17425.15,22313.51,24698.3
d_0,8.76,12.22,11.7,38.12,39.76,60.6,1828.5,2935.04,4034.96,5781.89,5809.67,6954.56,19338.41,16177.45,20900.1,33009.8
b_0,9.89,12.8,14.24,23.45,32.45,42.2,1828.13,2949.09,3557.66,4228.65,7002.61,7001.65,16274.59,27698.05,21676.47,29165.8
f_0,6.82,9.73,13.14,22.62,34.87,55.73,1728.89,3183.27,3324.14,4426.36,5212.91,8718.69,16955.22,16473.92,32288.18,24888.47
h_0,7.05,10.16,9.89,16.44,25.35,38.75,1033.12,2185.4,3335.74,3190.79,4295.28,4384.01,10807.6,10425.47,14057.71,24126.68
a_0,6.73,9.0,10.06,19.63,24.7,26.84,1363.23,2386.53,2713.04,3348.49,2985.2,4943.07,13818.3,15918.84,14204.62,19811.7
e_0,5.1,9.96,7.68,15.15,21.15,40.87,1206.81,2373.46,2517.59,3060.21,3799.81,4105.96,12901.3,10541.18,19972.13,20275.74
g_0,5.09,6.5,10.91,15.31,20.32,34.43,983.15,2047.83,2164.67,2506.2,3620.04,5700.36,9850.27,9508.82,12731.32,15785.65
