,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.8,1.57,1.47,1.84,1.56,1.33,5.6,5.84,12.4,6.64,7.24,7.73,10.25,8.53,4.51,11.04
f_1,2.89,5.84,1.31,1.41,1.2,1.21,5.29,4.67,6.55,5.79,4.24,7.1,10.56,7.65,3.78,8.95
d_1,1.25,1.71,6.83,1.3,1.45,1.73,5.59,5.37,3.04,14.73,6.43,8.11,9.98,7.45,9.07,10.54
c_1,1.35,1.52,1.47,6.89,2.9,1.24,5.64,4.89,6.37,2.82,6.28,5.32,10.96,5.88,6.78,10.56
b_1,1.41,1.5,1.36,1.53,7.5,2.92,5.67,5.81,6.79,6.93,7.96,3.78,10.26,5.78,8.63,9.54
a_1,1.54,1.67,1.57,1.58,1.4,10.75,4.71,4.86,6.67,7.47,7.16,8.45,14.27,5.09,6.53,11.19
h_1,1.65,2.43,2.09,1.52,1.85,1.62,15.69,9.46,7.19,8.8,8.67,8.8,8.62,10.46,10.71,15.91
g_1,1.59,1.62,3.1,1.74,1.6,1.79,5.94,19.39,6.27,8.5,14.12,9.76,13.39,10.29,11.45,9.41
d_0,1.58,1.92,0.95,3.87,2.07,1.93,6.26,6.71,16.15,5.97,8.77,10.1,11.08,7.54,9.59,13.16
c_0,1.68,2.2,2.0,1.11,1.46,2.03,7.03,7.44,8.52,17.51,9.47,19.66,13.74,10.76,13.7,15.61
f_0,1.51,1.32,2.1,2.0,1.89,1.72,7.15,7.93,8.06,9.61,19.41,10.29,15.75,10.9,24.0,15.04
b_0,1.85,2.12,1.91,1.97,1.02,1.57,7.0,6.65,8.82,7.14,10.58,18.43,14.91,20.7,11.69,17.85
h_0,1.69,2.74,2.04,2.09,1.68,1.39,5.32,8.75,6.92,8.32,8.77,9.2,8.63,9.11,10.37,17.83
a_0,1.71,2.33,2.21,1.76,1.78,0.68,8.41,6.53,7.18,9.51,11.77,8.39,18.65,25.06,11.47,15.69
e_0,1.23,1.92,2.14,2.22,1.96,2.11,7.6,7.7,8.38,9.42,7.59,9.28,14.07,9.24,26.3,15.3
g_0,1.55,1.46,3.05,1.97,1.87,1.68,7.6,5.77,7.61,8.16,14.06,8.99,13.09,8.51,11.42,11.12
