,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.4,1.03,1.34,0.88,0.99,0.83,1.99,3.68,2.28,1.84,2.11,2.19,2.42,2.03,1.63,2.35
f_1,1.72,2.45,0.96,1.08,0.8,0.81,1.86,2.07,2.15,1.72,1.98,1.2,2.48,2.0,1.2,2.43
c_1,0.91,1.02,2.45,1.0,1.76,0.89,1.71,2.07,1.43,1.57,1.24,2.11,2.53,1.75,1.68,2.47
d_1,1.07,1.12,0.89,2.47,1.07,0.8,1.87,1.54,3.62,1.86,2.58,2.15,2.77,1.65,1.94,2.32
b_1,1.05,1.19,0.96,1.13,2.63,1.56,2.06,2.02,2.33,1.7,1.56,1.97,2.56,1.29,1.68,2.52
a_1,1.12,1.15,1.15,1.13,0.8,3.0,2.08,2.33,2.01,1.87,2.07,2.28,2.92,1.27,2.16,2.35
h_1,1.15,1.43,1.16,1.17,1.0,0.76,3.56,2.09,2.09,2.37,1.99,2.1,2.27,1.96,2.17,3.32
d_0,1.11,1.02,1.84,0.83,1.13,0.85,1.92,3.4,1.66,1.72,2.05,2.19,2.91,1.94,2.0,2.7
c_0,1.18,1.31,1.02,1.26,0.75,0.91,2.24,2.4,3.28,1.83,3.96,1.96,3.04,2.68,2.32,2.82
g_1,1.08,0.96,1.11,1.77,0.94,0.86,1.85,2.03,2.3,3.79,2.15,3.21,2.73,1.88,2.09,2.18
b_0,1.1,1.2,1.37,1.2,0.87,0.7,2.17,2.3,2.28,1.92,3.56,2.04,3.03,3.87,1.97,2.84
f_0,0.96,1.03,1.38,1.15,1.25,0.92,2.22,2.44,2.28,1.92,2.29,3.74,3.13,2.1,4.02,2.63
h_0,1.07,1.53,1.21,1.21,1.06,0.8,1.63,2.11,2.12,2.15,2.22,2.08,2.5,2.21,1.93,3.31
a_0,1.14,1.37,1.13,1.22,1.05,0.69,2.31,2.2,2.26,2.05,2.31,2.23,3.5,3.72,1.97,2.83
e_0,0.95,1.31,1.13,1.17,1.03,1.0,2.42,2.1,2.23,1.98,2.36,2.21,2.93,2.51,3.7,2.87
g_0,0.99,1.08,1.06,1.51,1.09,0.8,2.16,1.9,2.37,1.98,2.24,3.22,2.68,2.32,2.48,2.41
