,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.92,0.46,0.31,0.5,0.34,0.23,0.35,0.31,0.62,0.29,0.32,0.32,0.38,0.24,0.17,0.3
f_1,0.69,0.92,0.36,0.37,0.29,0.21,0.3,0.27,0.43,0.35,0.32,0.24,0.37,0.24,0.14,0.29
d_1,0.39,0.45,0.92,0.34,0.34,0.23,0.35,0.34,0.25,0.58,0.38,0.3,0.41,0.23,0.24,0.29
c_1,0.34,0.4,0.42,0.91,0.61,0.26,0.32,0.28,0.34,0.24,0.21,0.3,0.3,0.23,0.19,0.27
b_1,0.42,0.4,0.41,0.37,0.9,0.47,0.3,0.28,0.34,0.3,0.24,0.32,0.34,0.19,0.21,0.26
a_1,0.42,0.42,0.44,0.43,0.35,0.89,0.37,0.32,0.37,0.31,0.31,0.36,0.39,0.18,0.24,0.29
h_1,0.45,0.56,0.45,0.39,0.38,0.27,0.63,0.44,0.36,0.37,0.36,0.31,0.31,0.24,0.24,0.34
g_1,0.41,0.42,0.58,0.4,0.34,0.24,0.28,0.64,0.3,0.35,0.34,0.52,0.4,0.26,0.33,0.32
d_0,0.47,0.42,0.32,0.72,0.39,0.23,0.37,0.31,0.53,0.22,0.36,0.35,0.36,0.27,0.23,0.31
c_0,0.51,0.44,0.45,0.35,0.3,0.23,0.37,0.35,0.4,0.53,0.59,0.37,0.44,0.33,0.27,0.35
b_0,0.47,0.5,0.48,0.45,0.27,0.17,0.37,0.35,0.39,0.39,0.54,0.4,0.44,0.47,0.27,0.37
f_0,0.42,0.38,0.49,0.46,0.37,0.25,0.37,0.38,0.39,0.34,0.32,0.52,0.46,0.27,0.47,0.35
h_0,0.48,0.57,0.41,0.4,0.34,0.23,0.29,0.41,0.35,0.34,0.35,0.36,0.32,0.28,0.23,0.39
a_0,0.52,0.46,0.44,0.46,0.38,0.21,0.37,0.37,0.41,0.34,0.37,0.32,0.38,0.47,0.25,0.3
e_0,0.37,0.47,0.46,0.48,0.35,0.28,0.43,0.37,0.37,0.38,0.42,0.35,0.39,0.3,0.48,0.33
g_0,0.44,0.4,0.6,0.41,0.35,0.28,0.37,0.29,0.36,0.39,0.37,0.46,0.44,0.24,0.29,0.2
