,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.36,1.3,1.22,1.77,3.51,15.88,25.41,27.93,33.16,34.97,,69.35,65.78,106.84,128.44
e_1,0.74,1.0,1.21,1.04,2.0,2.65,20.52,22.01,43.7,33.59,33.48,62.63,80.21,72.6,,121.59
d_1,0.77,0.82,1.0,1.32,1.94,3.77,13.62,15.43,,38.63,28.7,41.23,58.52,64.49,79.11,93.55
c_1,0.82,0.96,0.76,1.0,2.14,2.24,14.24,18.24,13.94,,25.46,36.12,56.3,67.33,70.53,87.3
b_1,0.56,0.5,0.52,0.47,1.0,,11.31,12.69,18.26,22.86,,25.3,43.15,43.61,54.82,61.49
a_1,0.28,0.38,0.27,0.45,,1.0,5.34,7.02,6.73,9.04,11.14,11.71,21.39,,,
h_1,0.06,0.05,0.07,0.07,0.09,0.19,1.0,1.93,2.02,1.92,1.92,2.7,,3.9,5.39,8.55
g_1,0.04,0.05,0.06,0.05,0.08,0.14,0.52,1.0,1.06,1.11,1.7,2.58,2.68,2.84,3.73,
d_0,0.04,0.02,,0.07,0.05,0.15,0.5,0.94,1.0,0.98,1.02,1.26,2.39,2.43,3.24,3.95
c_0,0.03,0.03,0.03,,0.04,0.11,0.52,0.9,1.02,1.0,1.66,1.65,2.75,2.6,2.05,4.36
b_0,0.03,0.03,0.03,0.04,,0.09,0.52,0.59,0.98,0.6,1.0,1.3,2.37,3.01,2.67,3.57
f_0,,0.02,0.02,0.03,0.04,0.09,0.37,0.39,0.79,0.61,0.77,1.0,1.58,2.0,2.67,2.01
h_0,0.01,0.01,0.02,0.02,0.02,0.05,,0.37,0.42,0.36,0.42,0.63,,1.12,0.94,1.79
a_0,0.02,0.01,0.02,0.01,0.02,,0.26,0.35,0.41,0.39,0.33,0.5,0.89,1.0,1.28,1.26
e_0,0.01,,0.01,0.01,0.02,,0.19,0.27,0.31,0.49,0.37,0.37,1.06,0.78,1.0,1.37
g_0,0.01,0.01,0.01,0.01,0.02,,0.12,,0.25,0.23,0.28,0.5,0.56,0.8,0.73,
