,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10459.99,3626.1,5314.04,3895.14,6878.58,28529.78,5042429.49,21034626.76,10096873.57,16979689.06,22045679.07,41394568.26,109183355.86,107156248.92,61153848.09,194846721.95
f_1,4825.01,12923.61,4030.72,4281.55,6880.74,24380.88,4466333.4,11915713.88,10380819.25,16925180.42,19934556.51,18289852.89,102029895.25,89521139.1,77234691.79,217192187.64
c_1,2474.41,3487.1,17412.61,4006.68,15633.61,27454.58,4706316.0,10855303.43,9255774.94,4965093.72,12222920.11,31207481.69,104144711.4,89673223.05,109479292.97,209634529.96
d_1,2660.26,3448.8,2748.73,18696.28,8251.69,32410.5,5020518.8,6012560.27,14443377.21,34010936.12,25105671.79,38739156.44,109924536.9,113478179.62,117392302.43,211716219.23
b_1,2261.8,3011.85,4174.62,3955.95,39984.77,74428.86,5345970.82,10304208.73,10770776.06,15578569.93,8784846.39,32630264.13,121541661.12,74879268.4,118334872.94,204849572.52
a_1,2551.11,3727.01,4960.09,4389.84,6657.56,231035.56,5762445.81,10937107.11,8618632.85,15699944.26,22991654.57,36691764.64,104464388.13,37011678.7,126287646.11,217267137.8
h_1,2499.98,5661.65,5655.67,5544.05,9329.47,36508.1,16190820.24,11628184.25,16341455.2,16374119.05,23766955.56,33501607.87,108044507.16,101063312.09,159866117.0,349315842.26
d_0,3226.91,3821.52,10176.59,2171.41,10537.02,39151.86,7348895.09,26671658.44,12285830.37,13289098.74,20933783.21,40808855.12,131137888.43,90549995.42,135152093.69,211258906.85
g_1,3159.05,3205.07,4408.39,9222.67,8501.55,30330.46,6411145.46,11150326.68,41597843.17,21592622.51,25538803.44,70385867.31,115750078.61,97106588.08,148561715.48,162741604.84
c_0,4411.14,4397.63,3489.58,5671.31,6465.83,39433.35,6658228.14,14358763.46,14904246.61,40917721.29,43309046.64,39915765.16,135120930.79,129354558.66,127246137.88,250917171.86
b_0,3658.26,3716.96,6166.28,6048.66,5478.2,29294.34,6607530.98,13771263.89,13175228.53,21028893.2,49519607.9,45884634.06,129233682.12,231597373.87,173136463.84,300502525.14
f_0,2824.85,3034.34,5461.56,5307.28,9817.34,43975.25,7777667.09,14370598.07,16479492.19,24407061.82,27986255.28,99606313.05,148883247.82,116819955.58,321256263.24,304545693.26
h_0,2804.8,6229.89,4932.79,6161.69,7617.92,33329.75,4793924.26,11934156.16,17797851.56,21822784.69,24426302.3,46932151.03,95935860.86,123600094.18,157666842.47,383314163.07
a_0,3731.63,3961.04,5140.7,6636.31,9572.16,15583.22,6443978.23,14306286.09,13766902.51,23186708.73,23235732.32,44379050.37,135037316.36,293013749.97,163621012.43,290860852.52
e_0,2078.3,4986.75,6413.13,5249.44,9503.31,41240.64,8168341.74,13528214.36,16054763.01,22947670.5,24763175.25,45053886.44,162806791.61,123945571.43,368742284.47,316621256.04
g_0,2539.16,4092.84,5130.17,8741.8,8642.66,38726.54,5911727.64,10842556.2,9295535.29,22476252.48,26763543.17,68045816.92,169559830.98,129836106.62,166474250.22,212013918.45
