,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.72,1.11,0.92,0.92,0.93,0.88,0.81,0.55,0.5,0.54,0.76,0.54,0.63,,0.57
f_1,1.4,1.0,0.87,0.99,0.92,0.92,0.57,0.65,0.73,0.59,0.55,,0.57,0.5,0.57,0.6
c_1,0.9,1.15,1.0,1.24,1.21,0.8,0.69,0.51,,0.59,0.56,0.66,0.55,0.58,0.7,0.59
d_1,1.09,1.01,0.81,1.0,0.93,1.12,0.83,,0.72,0.54,0.65,0.73,0.64,0.71,0.52,0.41
b_1,1.09,1.08,0.83,1.07,1.0,1.31,0.7,0.63,0.73,0.73,,0.56,0.62,0.64,0.48,0.6
a_1,1.08,1.09,1.25,0.89,0.76,1.0,0.89,0.81,0.69,0.78,0.73,0.64,,0.79,,0.89
h_1,1.13,1.76,1.44,1.2,1.44,1.12,1.0,1.04,1.05,1.24,0.87,0.83,0.78,,0.68,0.81
d_0,1.23,1.53,1.95,,1.58,1.24,0.96,1.0,1.16,0.97,1.02,0.88,0.68,0.85,0.77,0.85
c_0,1.82,1.38,,1.39,1.38,1.44,0.95,0.86,1.0,1.17,1.36,0.98,0.78,0.9,0.71,0.71
g_1,2.02,1.68,1.7,1.84,1.37,1.28,0.81,1.04,0.85,1.0,0.95,1.19,0.93,0.75,,
b_0,1.87,1.82,1.8,1.55,,1.38,1.16,0.98,0.73,1.06,1.0,0.84,1.53,0.89,,0.99
f_0,1.31,,1.51,1.36,1.8,1.57,1.2,1.14,1.02,0.84,1.18,1.0,1.24,1.15,1.34,0.64
a_0,1.85,1.76,1.81,1.57,1.61,,1.29,1.47,1.29,1.07,0.65,0.81,1.0,,,0.76
h_0,1.6,2.02,1.72,1.41,1.57,1.26,,1.17,1.11,1.33,1.12,0.87,,,1.1,1.33
e_0,,1.76,1.42,1.91,2.09,,1.46,1.31,1.41,,,0.75,,0.91,1.0,
g_0,1.75,1.68,1.7,2.42,1.65,1.12,1.23,1.18,1.41,,1.01,1.55,1.32,0.75,,
