,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,106.67,75.76,121.07,92.74,123.18,488.75,12504.0,32637.85,25313.12,28468.96,47053.17,61887.79,123407.6,157419.47,175038.71,271809.89
f_1,100.75,114.14,94.61,88.52,112.85,471.18,10463.98,22715.71,26170.9,25730.19,47082.32,47624.9,115475.17,133362.41,160071.92,253964.98
c_1,56.18,70.53,136.95,95.46,159.3,461.02,10431.41,15107.8,21955.04,27034.64,38408.68,52748.59,91224.52,138561.57,185449.1,239073.04
d_1,64.55,78.22,69.65,141.12,104.4,429.76,12211.69,15895.14,39564.84,26859.09,55864.18,50939.59,113614.29,142734.81,193683.59,201527.46
b_1,57.29,66.91,80.76,86.36,163.17,658.8,11042.41,17179.37,24423.88,24245.16,34466.83,45644.86,89225.58,130012.72,170955.19,231425.88
a_1,39.96,42.06,56.53,59.23,54.07,525.7,7191.09,11704.04,14859.48,17229.04,24728.85,32381.37,67988.24,79786.02,123701.34,166039.9
h_1,16.06,22.25,23.28,24.48,27.35,116.78,3819.61,4556.51,6046.87,7775.89,11887.26,13041.04,29665.46,29392.75,46999.09,68293.2
d_0,12.12,15.19,30.39,17.96,26.37,86.22,2233.17,5216.11,4604.09,6685.78,8107.43,11181.42,23357.79,30590.62,39604.64,48181.48
c_0,13.38,15.45,16.75,17.97,19.12,93.35,2545.27,4311.17,6600.15,5923.41,14062.68,12719.69,26383.71,28450.57,35049.01,47011.0
g_1,11.37,12.52,16.4,23.59,20.97,85.95,2011.41,2982.91,5046.77,7688.81,8763.13,13185.94,21334.41,24054.64,40078.88,39149.45
b_0,10.69,11.73,15.4,16.08,17.94,85.46,2035.69,3340.04,4196.34,5129.49,10059.47,9182.45,28421.51,23003.86,32550.03,42338.39
f_0,8.84,11.36,14.28,15.39,18.76,77.1,1968.82,3249.74,4046.47,4367.94,8397.51,11221.25,19781.18,25953.77,49461.46,35675.38
a_0,8.12,9.35,12.03,12.02,13.98,48.9,1568.91,2551.15,3413.72,3598.28,5253.41,6528.79,19185.89,18926.91,23339.11,31416.04
h_0,7.88,10.68,10.77,11.22,13.3,59.0,1151.09,2274.47,3346.49,4140.82,6080.5,6374.68,12333.85,15741.03,24250.27,37707.41
e_0,6.62,9.09,8.92,10.96,10.94,42.58,1368.65,2085.46,2971.73,2973.43,4953.81,4915.23,13132.14,14904.5,26954.19,28722.68
g_0,6.55,7.22,9.15,12.52,10.87,40.85,1156.51,1784.45,2999.63,2603.67,4531.85,7045.99,10480.95,12627.39,19178.86,24074.11
